"","name","state","year","treated","socialist_voteshare"
"6581","ST.BARTHOLOMAE","STYRIA",1990,1,0.4347826
"6582","ST.BARTHOLOMAE","STYRIA",1983,1,0.4711055
"6583","ST.BARTHOLOMAE","STYRIA",1986,1,0.4513382
"6584","ST.BERNHARD-FRAUENHOFEN","LOWERAUSTRIA",1983,0,0.1950585
"6585","ST.BERNHARD-FRAUENHOFEN","LOWERAUSTRIA",1994,0,0.1722846
"6586","ST.BERNHARD-FRAUENHOFEN","LOWERAUSTRIA",1986,0,0.2025478
"6587","ST.BERNHARD-FRAUENHOFEN","LOWERAUSTRIA",1990,0,0.1846554
"6588","ST.BLASEN","STYRIA",1994,1,0.2895377
"6589","ST.BLASEN","STYRIA",1990,1,0.375
"6590","ST.BLASEN","STYRIA",1986,1,0.3395349
"6591","ST.BLASEN","STYRIA",1983,1,0.3506173
"6592","ST.CORONA/WECHSEL","LOWERAUSTRIA",1983,0,0.0688073
"6593","ST.CORONA/WECHSEL","LOWERAUSTRIA",1990,0,0.107438
"6594","ST.CORONA/WECHSEL","LOWERAUSTRIA",1994,0,0.081448
"6595","ST.CORONA/WECHSEL","LOWERAUSTRIA",1986,0,0.0714286
"6596","ST.EGYDEN/STEINFELD","LOWERAUSTRIA",1990,0,0.5063788
"6597","ST.EGYDEN/STEINFELD","LOWERAUSTRIA",1986,0,0.4509615
"6598","ST.EGYDEN/STEINFELD","LOWERAUSTRIA",1983,0,0.4840887
"6599","ST.EGYDEN/STEINFELD","LOWERAUSTRIA",1994,0,0.436346
"6600","ST.FLORIAN/INN","UPPERAUSTRIA",1990,0,0.4587537
"6601","ST.FLORIAN/INN","UPPERAUSTRIA",1986,0,0.4561301
"6602","ST.FLORIAN/INN","UPPERAUSTRIA",1983,0,0.5026866
"6603","ST.FLORIAN/INN","UPPERAUSTRIA",1994,0,0.3740591
"6604","ST.GALLEN","STYRIA",1994,1,0.5381604
"6605","ST.GALLEN","STYRIA",1983,1,0.6154571
"6606","ST.GALLEN","STYRIA",1986,1,0.5816994
"6607","ST.GALLEN","STYRIA",1990,1,0.582218
"6608","ST.GALLENKIRCH","VORARLBERG",1994,1,0.3132635
"6609","ST.GALLENKIRCH","VORARLBERG",1986,1,0.3823077
"6610","ST.GALLENKIRCH","VORARLBERG",1983,1,0.3754045
"6611","ST.GALLENKIRCH","VORARLBERG",1990,1,0.4408369
"6612","ST.GEORGEN/ATTERGAU","UPPERAUSTRIA",1994,0,0.2638889
"6613","ST.GEORGEN/ATTERGAU","UPPERAUSTRIA",1983,0,0.3755144
"6614","ST.GEORGEN/ATTERGAU","UPPERAUSTRIA",1986,0,0.321623
"6615","ST.GEORGEN/ATTERGAU","UPPERAUSTRIA",1990,0,0.325
"6616","ST.GEORGEN/FILLMANNSBACH","UPPERAUSTRIA",1990,0,0.1451613
"6617","ST.GEORGEN/FILLMANNSBACH","UPPERAUSTRIA",1983,0,0.1746032
"6618","ST.GEORGEN/FILLMANNSBACH","UPPERAUSTRIA",1994,0,0.119171
"6619","ST.GEORGEN/FILLMANNSBACH","UPPERAUSTRIA",1986,0,0.1354167
"6620","ST.GEORGEN/GRIESKIRCHEN","UPPERAUSTRIA",1994,0,0.2261029
"6621","ST.GEORGEN/GRIESKIRCHEN","UPPERAUSTRIA",1986,0,0.2921569
"6622","ST.GEORGEN/GRIESKIRCHEN","UPPERAUSTRIA",1983,0,0.2956879
"6623","ST.GEORGEN/GRIESKIRCHEN","UPPERAUSTRIA",1990,0,0.296875
"6624","ST.GEORGEN/GUSEN","UPPERAUSTRIA",1990,0,0.5568609
"6625","ST.GEORGEN/GUSEN","UPPERAUSTRIA",1994,0,0.4775982
"6626","ST.GEORGEN/GUSEN","UPPERAUSTRIA",1983,0,0.5867476
"6627","ST.GEORGEN/GUSEN","UPPERAUSTRIA",1986,0,0.5320174
"6628","ST.GEORGEN/JUDENBURG","STYRIA",1983,1,0.3969231
"6629","ST.GEORGEN/JUDENBURG","STYRIA",1986,1,0.3307927
"6630","ST.GEORGEN/JUDENBURG","STYRIA",1994,1,0.3188406
"6631","ST.GEORGEN/JUDENBURG","STYRIA",1990,1,0.3452012
"6632","ST.GEORGEN/LAENGSEE","CARINTHIA",1994,1,0.4612795
"6633","ST.GEORGEN/LAENGSEE","CARINTHIA",1986,1,0.5396536
"6634","ST.GEORGEN/LAENGSEE","CARINTHIA",1990,1,0.5199814
"6635","ST.GEORGEN/LAENGSEE","CARINTHIA",1983,1,0.5883226
"6636","ST.GEORGEN/LEYS","LOWERAUSTRIA",1986,0,0.153417
"6637","ST.GEORGEN/LEYS","LOWERAUSTRIA",1990,0,0.1809524
"6638","ST.GEORGEN/LEYS","LOWERAUSTRIA",1994,0,0.1289009
"6639","ST.GEORGEN/LEYS","LOWERAUSTRIA",1983,0,0.1614907
"6640","ST.GEORGEN/MURAU","STYRIA",1990,1,0.2736156
"6641","ST.GEORGEN/MURAU","STYRIA",1994,1,0.2279736
"6642","ST.GEORGEN/MURAU","STYRIA",1986,1,0.2983051
"6643","ST.GEORGEN/MURAU","STYRIA",1983,1,0.3543401
"6644","ST.GEORGEN/OBERNBERG/INN","UPPERAUSTRIA",1983,0,0.1464789
"6645","ST.GEORGEN/OBERNBERG/INN","UPPERAUSTRIA",1994,0,0.107362
"6646","ST.GEORGEN/OBERNBERG/INN","UPPERAUSTRIA",1990,0,0.136612
"6647","ST.GEORGEN/OBERNBERG/INN","UPPERAUSTRIA",1986,0,0.1239669
"6648","ST.GEORGEN/REITH","LOWERAUSTRIA",1994,0,0.3070866
"6649","ST.GEORGEN/REITH","LOWERAUSTRIA",1983,0,0.3966942
"6650","ST.GEORGEN/REITH","LOWERAUSTRIA",1986,0,0.3615385
"6651","ST.GEORGEN/REITH","LOWERAUSTRIA",1990,0,0.4
"6652","ST.GEORGEN/SALZBURG","SALZBURG",1983,0,0.3132045
"6653","ST.GEORGEN/SALZBURG","SALZBURG",1986,0,0.2819905
"6654","ST.GEORGEN/SALZBURG","SALZBURG",1994,0,0.2164236
"6655","ST.GEORGEN/SALZBURG","SALZBURG",1990,0,0.2824367
"6656","ST.GEORGEN/STIEFING","STYRIA",1990,1,0.2740113
"6657","ST.GEORGEN/STIEFING","STYRIA",1983,1,0.3208092
"6658","ST.GEORGEN/STIEFING","STYRIA",1994,1,0.2274011
"6659","ST.GEORGEN/STIEFING","STYRIA",1986,1,0.2795115
"6660","ST.GEORGEN/WALDE","UPPERAUSTRIA",1994,0,0.3643877
"6661","ST.GEORGEN/WALDE","UPPERAUSTRIA",1990,0,0.415493
"6662","ST.GEORGEN/WALDE","UPPERAUSTRIA",1983,0,0.3875
"6663","ST.GEORGEN/WALDE","UPPERAUSTRIA",1986,0,0.3668808
"6664","ST.GEORGEN/YBBSFELDE","LOWERAUSTRIA",1994,0,0.3085881
"6665","ST.GEORGEN/YBBSFELDE","LOWERAUSTRIA",1990,0,0.3744493
"6666","ST.GEORGEN/YBBSFELDE","LOWERAUSTRIA",1986,0,0.330254
"6667","ST.GEORGEN/YBBSFELDE","LOWERAUSTRIA",1983,0,0.3714746
"6668","ST.GEROLD","VORARLBERG",1990,1,0.080402
"6669","ST.GEROLD","VORARLBERG",1983,1,0.0478723
"6670","ST.GEROLD","VORARLBERG",1994,1,0.0465116
"6671","ST.GEROLD","VORARLBERG",1986,1,0.042328
"6672","ST.GILGEN","SALZBURG",1990,0,0.3647433
"6673","ST.GILGEN","SALZBURG",1983,0,0.3829552
"6674","ST.GILGEN","SALZBURG",1994,0,0.3137685
"6675","ST.GILGEN","SALZBURG",1986,0,0.3314383
"6676","ST.GOTTHARD/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.3519553
"6677","ST.GOTTHARD/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.3710106
"6678","ST.GOTTHARD/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.3211382
"6679","ST.GOTTHARD/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.3833098
"6680","ST.ILGEN","STYRIA",1990,1,0.537037
"6681","ST.ILGEN","STYRIA",1983,1,0.5891089
"6682","ST.ILGEN","STYRIA",1994,1,0.521327
"6683","ST.ILGEN","STYRIA",1986,1,0.5509259
"6684","ST.JAKOB/HAUS","TYROL",1994,1,0.3009404
"6685","ST.JAKOB/HAUS","TYROL",1986,1,0.359375
"6686","ST.JAKOB/HAUS","TYROL",1983,1,0.45
"6687","ST.JAKOB/HAUS","TYROL",1990,1,0.3614458
"6688","ST.JAKOB/ROSENTAL","CARINTHIA",1983,1,0.6411571
"6689","ST.JAKOB/ROSENTAL","CARINTHIA",1990,1,0.6147968
"6690","ST.JAKOB/ROSENTAL","CARINTHIA",1994,1,0.5363006
"6691","ST.JAKOB/ROSENTAL","CARINTHIA",1986,1,0.5764788
"6692","ST.JAKOB/WALDE","STYRIA",1994,1,0.2682292
"6693","ST.JAKOB/WALDE","STYRIA",1983,1,0.3367647
"6694","ST.JAKOB/WALDE","STYRIA",1990,1,0.2874172
"6695","ST.JAKOB/WALDE","STYRIA",1986,1,0.308642
"6696","ST.JOHANN-KOEPPLING","STYRIA",1990,1,0.3433155
"6697","ST.JOHANN-KOEPPLING","STYRIA",1986,1,0.3580931
"6698","ST.JOHANN-KOEPPLING","STYRIA",1983,1,0.3887641
"6699","ST.JOHANN-KOEPPLING","STYRIA",1994,1,0.2908903
"6700","ST.JOHANN/HAIDE","STYRIA",1986,1,0.3173432
"6701","ST.JOHANN/HAIDE","STYRIA",1990,1,0.3263061
"6702","ST.JOHANN/HAIDE","STYRIA",1994,1,0.2528634
"6703","ST.JOHANN/HAIDE","STYRIA",1983,1,0.3507109
"6704","ST.JOHANN/SAGGAUTAL","STYRIA",1986,1,0.3346037
"6705","ST.JOHANN/SAGGAUTAL","STYRIA",1990,1,0.364645
"6706","ST.JOHANN/SAGGAUTAL","STYRIA",1983,1,0.3673792
"6707","ST.JOHANN/SAGGAUTAL","STYRIA",1994,1,0.2898194
"6708","ST.JOHANN/TAUERN","STYRIA",1994,1,0.2997275
"6709","ST.JOHANN/TAUERN","STYRIA",1983,1,0.3274112
"6710","ST.JOHANN/TAUERN","STYRIA",1986,1,0.2947368
"6711","ST.JOHANN/TAUERN","STYRIA",1990,1,0.3627204
"6712","ST.JOHANN/TIROL","TYROL",1986,1,0.3084268
"6713","ST.JOHANN/TIROL","TYROL",1990,1,0.3396412
"6714","ST.JOHANN/TIROL","TYROL",1983,1,0.4023638
"6715","ST.JOHANN/TIROL","TYROL",1994,1,0.2732966
"6716","ST.JOHANN/WALDE","UPPERAUSTRIA",1986,0,0.4729508
"6717","ST.JOHANN/WALDE","UPPERAUSTRIA",1994,0,0.4351465
"6718","ST.JOHANN/WALDE","UPPERAUSTRIA",1990,0,0.497979
"6719","ST.JOHANN/WALDE","UPPERAUSTRIA",1983,0,0.5130506
"6720","ST.JOHANN/WIMBERG","UPPERAUSTRIA",1990,0,0.2126246
"6721","ST.JOHANN/WIMBERG","UPPERAUSTRIA",1994,0,0.185124
"6722","ST.JOHANN/WIMBERG","UPPERAUSTRIA",1986,0,0.1794872
"6723","ST.JOHANN/WIMBERG","UPPERAUSTRIA",1983,0,0.179966
"6724","ST.JOSEF (WESTSTEIERMARK)","STYRIA",1990,1,0.4107366
"6725","ST.JOSEF (WESTSTEIERMARK)","STYRIA",1994,1,0.3345818
"6726","ST.JOSEF (WESTSTEIERMARK)","STYRIA",1983,1,0.433735
"6727","ST.JOSEF (WESTSTEIERMARK)","STYRIA",1986,1,0.4123037
"6728","ST.KANZIAN/KLOPEINER SEE","CARINTHIA",1994,1,0.4323651
"6729","ST.KANZIAN/KLOPEINER SEE","CARINTHIA",1983,1,0.505281
"6730","ST.KANZIAN/KLOPEINER SEE","CARINTHIA",1990,1,0.5032154
"6731","ST.KANZIAN/KLOPEINER SEE","CARINTHIA",1986,1,0.4689953
"6732","ST.KATHAREIN/LAMING","STYRIA",1994,1,0.5567633
"6733","ST.KATHAREIN/LAMING","STYRIA",1983,1,0.715368
"6734","ST.KATHAREIN/LAMING","STYRIA",1986,1,0.6618304
"6735","ST.KATHAREIN/LAMING","STYRIA",1990,1,0.6125
"6736","ST.KATHREIN/HAUENSTEIN","STYRIA",1986,1,0.4238281
"6737","ST.KATHREIN/HAUENSTEIN","STYRIA",1994,1,0.4086629
"6738","ST.KATHREIN/HAUENSTEIN","STYRIA",1983,1,0.4827586
"6739","ST.KATHREIN/HAUENSTEIN","STYRIA",1990,1,0.4592593
"6740","ST.KOLOMAN","SALZBURG",1990,0,0.179085
"6741","ST.KOLOMAN","SALZBURG",1994,0,0.1229404
"6742","ST.KOLOMAN","SALZBURG",1986,0,0.1555851
"6743","ST.KOLOMAN","SALZBURG",1983,0,0.1794872
"6744","ST.KONRAD","UPPERAUSTRIA",1983,0,0.4034091
"6745","ST.KONRAD","UPPERAUSTRIA",1990,0,0.4333333
"6746","ST.KONRAD","UPPERAUSTRIA",1994,0,0.3047445
"6747","ST.KONRAD","UPPERAUSTRIA",1986,0,0.3582888
"6748","ST.LAMBRECHT","STYRIA",1986,1,0.47411
"6749","ST.LAMBRECHT","STYRIA",1983,1,0.5258964
"6750","ST.LAMBRECHT","STYRIA",1994,1,0.4450308
"6751","ST.LAMBRECHT","STYRIA",1990,1,0.46875
"6752","ST.LEONHARD/FORST","LOWERAUSTRIA",1994,0,0.2269
"6753","ST.LEONHARD/FORST","LOWERAUSTRIA",1990,0,0.2809347
"6754","ST.LEONHARD/FORST","LOWERAUSTRIA",1983,0,0.2902703
"6755","ST.LEONHARD/FORST","LOWERAUSTRIA",1986,0,0.2696156
"6756","ST.LEONHARD/FREISTADT","UPPERAUSTRIA",1990,0,0.3763557
"6757","ST.LEONHARD/FREISTADT","UPPERAUSTRIA",1986,0,0.3409836
"6758","ST.LEONHARD/FREISTADT","UPPERAUSTRIA",1983,0,0.3633406
"6759","ST.LEONHARD/FREISTADT","UPPERAUSTRIA",1994,0,0.31961
"6760","ST.LEONHARD/HORNERWALD","LOWERAUSTRIA",1983,0,0.2487562
"6761","ST.LEONHARD/HORNERWALD","LOWERAUSTRIA",1986,0,0.215736
"6762","ST.LEONHARD/HORNERWALD","LOWERAUSTRIA",1990,0,0.245283
"6763","ST.LEONHARD/HORNERWALD","LOWERAUSTRIA",1994,0,0.214653
"6764","ST.LEONHARD/PITZTAL","TYROL",1994,1,0.0687679
"6765","ST.LEONHARD/PITZTAL","TYROL",1986,1,0.0635697
"6766","ST.LEONHARD/PITZTAL","TYROL",1983,1,0.0967742
"6767","ST.LEONHARD/PITZTAL","TYROL",1990,1,0.107868
"6768","ST.LORENZ","UPPERAUSTRIA",1994,0,0.1955193
"6769","ST.LORENZ","UPPERAUSTRIA",1990,0,0.2297155
"6770","ST.LORENZ","UPPERAUSTRIA",1983,0,0.2648871
"6771","ST.LORENZ","UPPERAUSTRIA",1986,0,0.203666
"6772","ST.LORENZEN/KNITTELFELD","STYRIA",1983,1,0.3878327
"6773","ST.LORENZEN/KNITTELFELD","STYRIA",1986,1,0.3726937
"6774","ST.LORENZEN/KNITTELFELD","STYRIA",1990,1,0.3678756
"6775","ST.LORENZEN/KNITTELFELD","STYRIA",1994,1,0.2787194
"6776","ST.LORENZEN/MUERZTAL","STYRIA",1986,1,0.5522463
"6777","ST.LORENZEN/MUERZTAL","STYRIA",1994,1,0.4472362
"6778","ST.LORENZEN/MUERZTAL","STYRIA",1983,1,0.5934874
"6779","ST.LORENZEN/MUERZTAL","STYRIA",1990,1,0.481392
"6780","ST.LORENZEN/SCHEIFLING","STYRIA",1990,1,0.3263598
"6781","ST.LORENZEN/SCHEIFLING","STYRIA",1994,1,0.2837838
"6782","ST.LORENZEN/SCHEIFLING","STYRIA",1986,1,0.3340471
"6783","ST.LORENZEN/SCHEIFLING","STYRIA",1983,1,0.3959276
"6784","ST.LORENZEN/WECHSEL","STYRIA",1983,1,0.2402288
"6785","ST.LORENZEN/WECHSEL","STYRIA",1994,1,0.2133971
"6786","ST.LORENZEN/WECHSEL","STYRIA",1990,1,0.2488479
"6787","ST.LORENZEN/WECHSEL","STYRIA",1986,1,0.2394366
"6788","ST.MAGDALENA/LEMBERG","STYRIA",1983,1,0.3796562
"6789","ST.MAGDALENA/LEMBERG","STYRIA",1990,1,0.3324288
"6790","ST.MAGDALENA/LEMBERG","STYRIA",1994,1,0.3089431
"6791","ST.MAGDALENA/LEMBERG","STYRIA",1986,1,0.3333333
"6792","ST.MAREIN/GRAZ","STYRIA",1983,1,0.241774
"6793","ST.MAREIN/GRAZ","STYRIA",1994,1,0.1792066
"6794","ST.MAREIN/GRAZ","STYRIA",1990,1,0.222695
"6795","ST.MAREIN/GRAZ","STYRIA",1986,1,0.2143826
"6796","ST.MAREIN/KNITTELFELD","STYRIA",1983,1,0.3807339
"6797","ST.MAREIN/KNITTELFELD","STYRIA",1994,1,0.3148148
"6798","ST.MAREIN/KNITTELFELD","STYRIA",1990,1,0.383164
"6799","ST.MAREIN/KNITTELFELD","STYRIA",1986,1,0.3765432
"6800","ST.MAREIN/MUERZTAL","STYRIA",1983,1,0.6608639
"6801","ST.MAREIN/MUERZTAL","STYRIA",1994,1,0.4830113
"6802","ST.MAREIN/MUERZTAL","STYRIA",1990,1,0.5426099
"6803","ST.MAREIN/MUERZTAL","STYRIA",1986,1,0.6042335
"6804","ST.MAREIN/NEUMARKT","STYRIA",1983,1,0.3262519
"6805","ST.MAREIN/NEUMARKT","STYRIA",1990,1,0.3088685
"6806","ST.MAREIN/NEUMARKT","STYRIA",1994,1,0.2545455
"6807","ST.MAREIN/NEUMARKT","STYRIA",1986,1,0.3031746
"6808","ST.MARGARETHEN/BURGENLAND","BURGENLAND",1983,0,0.4591662
"6809","ST.MARGARETHEN/BURGENLAND","BURGENLAND",1990,0,0.4508847
"6810","ST.MARGARETHEN/BURGENLAND","BURGENLAND",1986,0,0.434629
"6811","ST.MARGARETHEN/BURGENLAND","BURGENLAND",1994,0,0.4090131
"6812","ST.MARGARETHEN/KNITTELF.","STYRIA",1994,1,0.4551214
"6813","ST.MARGARETHEN/KNITTELF.","STYRIA",1986,1,0.5076419
"6814","ST.MARGARETHEN/KNITTELF.","STYRIA",1983,1,0.559633
"6815","ST.MARGARETHEN/KNITTELF.","STYRIA",1990,1,0.4994299
"6816","ST.MARGARETHEN/LUNGAU","SALZBURG",1994,0,0.4289618
"6817","ST.MARGARETHEN/LUNGAU","SALZBURG",1983,0,0.4816901
"6818","ST.MARGARETHEN/LUNGAU","SALZBURG",1986,0,0.414248
"6819","ST.MARGARETHEN/LUNGAU","SALZBURG",1990,0,0.472067
"6820","ST.MARGARETHEN/RAAB","STYRIA",1986,1,0.329718
"6821","ST.MARGARETHEN/RAAB","STYRIA",1983,1,0.3805468
"6822","ST.MARGARETHEN/RAAB","STYRIA",1990,1,0.321743
"6823","ST.MARGARETHEN/RAAB","STYRIA",1994,1,0.2854002
"6824","ST.MARGARETHEN/ROSENTAL","CARINTHIA",1986,1,0.4794157
"6825","ST.MARGARETHEN/ROSENTAL","CARINTHIA",1990,1,0.4631861
"6826","ST.MARGARETHEN/ROSENTAL","CARINTHIA",1983,1,0.5800294
"6827","ST.MARGARETHEN/ROSENTAL","CARINTHIA",1994,1,0.4464286
"6828","ST.MARGARETHEN/SIERNING","LOWERAUSTRIA",1994,0,0.2340094
"6829","ST.MARGARETHEN/SIERNING","LOWERAUSTRIA",1983,0,0.2578512
"6830","ST.MARGARETHEN/SIERNING","LOWERAUSTRIA",1986,0,0.2477064
"6831","ST.MARGARETHEN/SIERNING","LOWERAUSTRIA",1990,0,0.2885197
"6832","ST.MARIEN","UPPERAUSTRIA",1986,0,0.4913324
"6833","ST.MARIEN","UPPERAUSTRIA",1983,0,0.5256199
"6834","ST.MARIEN","UPPERAUSTRIA",1994,0,0.3976905
"6835","ST.MARIEN","UPPERAUSTRIA",1990,0,0.472
"6836","ST.MARIENKIRCHEN/HAUSRUCK","UPPERAUSTRIA",1986,0,0.1675824
"6837","ST.MARIENKIRCHEN/HAUSRUCK","UPPERAUSTRIA",1983,0,0.2052786
"6838","ST.MARIENKIRCHEN/HAUSRUCK","UPPERAUSTRIA",1994,0,0.1296296
"6839","ST.MARIENKIRCHEN/HAUSRUCK","UPPERAUSTRIA",1990,0,0.1734417
"6840","ST.MARIENKIRCHEN/POLSENZ","UPPERAUSTRIA",1990,0,0.3433198
"6841","ST.MARIENKIRCHEN/POLSENZ","UPPERAUSTRIA",1986,0,0.3202934
"6842","ST.MARIENKIRCHEN/POLSENZ","UPPERAUSTRIA",1994,0,0.2887658
"6843","ST.MARIENKIRCHEN/POLSENZ","UPPERAUSTRIA",1983,0,0.3592561
"6844","ST.MARIENKRCHEN/SCHAERD.","UPPERAUSTRIA",1983,0,0.2822362
"6845","ST.MARIENKRCHEN/SCHAERD.","UPPERAUSTRIA",1986,0,0.2373646
"6846","ST.MARIENKRCHEN/SCHAERD.","UPPERAUSTRIA",1994,0,0.1994434
"6847","ST.MARIENKRCHEN/SCHAERD.","UPPERAUSTRIA",1990,0,0.2532589
"6848","ST.MARTIN","LOWERAUSTRIA",1994,0,0.3399433
"6849","ST.MARTIN","LOWERAUSTRIA",1986,0,0.3503268
"6850","ST.MARTIN","LOWERAUSTRIA",1983,0,0.3965744
"6851","ST.MARTIN","LOWERAUSTRIA",1990,0,0.4007989
"6852","ST.MARTIN-KARLSBACH","LOWERAUSTRIA",1994,0,0.3163565
"6853","ST.MARTIN-KARLSBACH","LOWERAUSTRIA",1983,0,0.3991812
"6854","ST.MARTIN-KARLSBACH","LOWERAUSTRIA",1986,0,0.3802956
"6855","ST.MARTIN-KARLSBACH","LOWERAUSTRIA",1990,0,0.402863
"6856","ST.MARTIN/GRIMMING","STYRIA",1990,1,0.2854291
"6857","ST.MARTIN/GRIMMING","STYRIA",1986,1,0.25625
"6858","ST.MARTIN/GRIMMING","STYRIA",1994,1,0.2352941
"6859","ST.MARTIN/GRIMMING","STYRIA",1983,1,0.2733189
"6860","ST.MARTIN/INNKREIS","UPPERAUSTRIA",1986,0,0.3454545
"6861","ST.MARTIN/INNKREIS","UPPERAUSTRIA",1994,0,0.2796518
"6862","ST.MARTIN/INNKREIS","UPPERAUSTRIA",1983,0,0.3832077
"6863","ST.MARTIN/INNKREIS","UPPERAUSTRIA",1990,0,0.3733766
"6864","ST.MARTIN/LOFER","SALZBURG",1986,0,0.3327496
"6865","ST.MARTIN/LOFER","SALZBURG",1994,0,0.2857143
"6866","ST.MARTIN/LOFER","SALZBURG",1990,0,0.3478261
"6867","ST.MARTIN/LOFER","SALZBURG",1983,0,0.3891798
"6868","ST.MARTIN/MUEHLKREIS","UPPERAUSTRIA",1983,0,0.3504326
"6869","ST.MARTIN/MUEHLKREIS","UPPERAUSTRIA",1986,0,0.336374
"6870","ST.MARTIN/MUEHLKREIS","UPPERAUSTRIA",1990,0,0.3271812
"6871","ST.MARTIN/MUEHLKREIS","UPPERAUSTRIA",1994,0,0.2660021
"6872","ST.MARTIN/RAAB","BURGENLAND",1994,0,0.4188912
"6873","ST.MARTIN/RAAB","BURGENLAND",1990,0,0.4703072
"6874","ST.MARTIN/RAAB","BURGENLAND",1983,0,0.462963
"6875","ST.MARTIN/RAAB","BURGENLAND",1986,0,0.4413145
"6876","ST.MARTIN/SULMTAL","STYRIA",1986,1,0.3981043
"6877","ST.MARTIN/SULMTAL","STYRIA",1990,1,0.3918518
"6878","ST.MARTIN/SULMTAL","STYRIA",1994,1,0.3312883
"6879","ST.MARTIN/SULMTAL","STYRIA",1983,1,0.4307179
"6880","ST.MARTIN/TENNENGEBIRGE","SALZBURG",1990,0,0.4508197
"6881","ST.MARTIN/TENNENGEBIRGE","SALZBURG",1983,0,0.448855
"6882","ST.MARTIN/TENNENGEBIRGE","SALZBURG",1994,0,0.408078
"6883","ST.MARTIN/TENNENGEBIRGE","SALZBURG",1986,0,0.4271429
"6884","ST.MARTIN/WOELLMISSBERG","STYRIA",1990,1,0.3946958
"6885","ST.MARTIN/WOELLMISSBERG","STYRIA",1983,1,0.4770932
"6886","ST.MARTIN/WOELLMISSBERG","STYRIA",1986,1,0.3832237
"6887","ST.MARTIN/WOELLMISSBERG","STYRIA",1994,1,0.3400673
"6888","ST.MICHAEL/BURGENLAND","BURGENLAND",1983,0,0.4545455
"6889","ST.MICHAEL/BURGENLAND","BURGENLAND",1990,0,0.4766444
"6890","ST.MICHAEL/BURGENLAND","BURGENLAND",1986,0,0.4210964
"6891","ST.MICHAEL/BURGENLAND","BURGENLAND",1994,0,0.4091316
"6892","ST.MICHAEL/LUNGAU","SALZBURG",1986,0,0.3844182
"6893","ST.MICHAEL/LUNGAU","SALZBURG",1994,0,0.3647478
"6894","ST.MICHAEL/LUNGAU","SALZBURG",1990,0,0.418362
"6895","ST.MICHAEL/LUNGAU","SALZBURG",1983,0,0.4412561
"6896","ST.MICHAEL/OBERSTEIERMARK","STYRIA",1990,1,0.5927856
"6897","ST.MICHAEL/OBERSTEIERMARK","STYRIA",1994,1,0.5445004
"6898","ST.MICHAEL/OBERSTEIERMARK","STYRIA",1986,1,0.5856109
"6899","ST.MICHAEL/OBERSTEIERMARK","STYRIA",1983,1,0.6682502
"6900","ST.NIKOLA/DONAU","UPPERAUSTRIA",1983,0,0.4791667
"6901","ST.NIKOLA/DONAU","UPPERAUSTRIA",1990,0,0.4458955
"6902","ST.NIKOLA/DONAU","UPPERAUSTRIA",1994,0,0.3865878
"6903","ST.NIKOLA/DONAU","UPPERAUSTRIA",1986,0,0.4255692
"6904","ST.NIKOLAI/DRASSLING","STYRIA",1994,1,0.2180775
"6905","ST.NIKOLAI/DRASSLING","STYRIA",1990,1,0.2333333
"6906","ST.NIKOLAI/DRASSLING","STYRIA",1986,1,0.2076271
"6907","ST.NIKOLAI/DRASSLING","STYRIA",1983,1,0.2116788
"6908","ST.NIKOLAI/SAUSAL","STYRIA",1994,1,0.4243137
"6909","ST.NIKOLAI/SAUSAL","STYRIA",1986,1,0.359387
"6910","ST.NIKOLAI/SAUSAL","STYRIA",1983,1,0.3960092
"6911","ST.NIKOLAI/SAUSAL","STYRIA",1990,1,0.4323725
"6912","ST.NIKOLAI/SOELKTAL","STYRIA",1983,1,0.379822
"6913","ST.NIKOLAI/SOELKTAL","STYRIA",1986,1,0.3660714
"6914","ST.NIKOLAI/SOELKTAL","STYRIA",1990,1,0.3595166
"6915","ST.NIKOLAI/SOELKTAL","STYRIA",1994,1,0.2988166
"6916","ST.OSWALD","LOWERAUSTRIA",1994,0,0.2305296
"6917","ST.OSWALD","LOWERAUSTRIA",1986,0,0.2140805
"6918","ST.OSWALD","LOWERAUSTRIA",1990,0,0.2805233
"6919","ST.OSWALD","LOWERAUSTRIA",1983,0,0.2218935
"6920","ST.OSWALD-MOEDERBRUGG","STYRIA",1986,1,0.3705882
"6921","ST.OSWALD-MOEDERBRUGG","STYRIA",1983,1,0.4079903
"6922","ST.OSWALD-MOEDERBRUGG","STYRIA",1990,1,0.3678026
"6923","ST.OSWALD-MOEDERBRUGG","STYRIA",1994,1,0.3275
"6924","ST.OSWALD/EIBISWALD","STYRIA",1990,1,0.4567901
"6925","ST.OSWALD/EIBISWALD","STYRIA",1986,1,0.504065
"6926","ST.OSWALD/EIBISWALD","STYRIA",1983,1,0.5276596
"6927","ST.OSWALD/EIBISWALD","STYRIA",1994,1,0.38322
"6928","ST.OSWALD/FREISTADT","UPPERAUSTRIA",1990,0,0.386
"6929","ST.OSWALD/FREISTADT","UPPERAUSTRIA",1994,0,0.327385
"6930","ST.OSWALD/FREISTADT","UPPERAUSTRIA",1983,0,0.3644252
"6931","ST.OSWALD/FREISTADT","UPPERAUSTRIA",1986,0,0.3611111
