commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,id,pop,pctforeign,cAdmin,cEducationCulture,cHospitalHealthInsurance,cHousing,cMainAccounts,cSocialHealth,cTrafficInfrastructure,cUtilities,delta_eSocialHealth,eAdmin,eAdminhead,eEducationCulture,eEducationhead,eHospitalHealthInsurance,eHousing,eHousinghead,eMainAccounts,g_social,eSocialhead,eTotalhead,eTrafficInfrastructure,eTraffichead,eUtilities,eUtilitieshead,esocial_head,eutilhead,lowincome,lowincome_rate,pct_runningcons_social,rAdmin,rEducationCulture,rHospitalHealthInsurance,rHousing,rMainAccounts,rSocialHealth,rTrafficInfrastructure,rUtilities,sd_share,sd_share_foreign,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,social_head,totalseats,unemp_rate,unemployed,g_social_head,lowbracket_rate,c_social_head,d_c_social_head,g_housing_head,g_admin_head,g_education_head,g_utilities_head,g_traffic_head,pct1565,crime_vtheft
Aabenraa,2004,51326,116,106,4.80921936,0,8,8,0,0,15588,1174,Aabenraa,22041,0.053718071,0,1657,0,-2446,14664,6289,4233,4931,37801,98506,4.469216347,165686,7.517172337,0,11974,0.543260276,915051,627628000,28.47547722,41.5158577,20510,0.930538535,-9253,-0.419808537,28.47547722,-0.419808537,8523,0.386688441,0.623006701,0,-1324,0,0,-156889,-155288,-277,0,0.380952388,0.020464027,0,0,3,1,0,6,0,8,0,1,1,0,1,28.47547722,21,0.038609862,851,28475478,0.053264372,21715394,20051148,543260.3125,4469216.5,7517172.5,-419808.5313,930538.5625,0.707227468,222
Aabybro,2004,15907,33,12,1.060351729,0,2,2,0,0,7973,563,Aabybro,11317,0.022885924,187,2296,0,4258,15983,689,4282,4271,13946,42337,3.741008997,104969,9.275338173,0,8445,0.746222496,388359,230863000,20.39966393,34.31642532,9149,0.808429778,-7404,-0.654236972,20.39966393,-0.654236972,4101,0.3623752,0.530312419,0,-370,0,0,-53826,-53456,0,0,0.294117659,0.006731154,0,0,0,0,0,9,0,5,0,2,0,0,1,20.39966393,17,0.043827869,496,20399664,0.049748167,15737033,14530962,746222.5,3741009,9275338,-654237,808429.8125,0.704515338,45
Aalborg,2004,543531,789,584,3.577751875,0,35,35,1,6.13E-06,118579,7828,Aalborg,163231,0.046186078,3735,78496,0,-59828,221293,42947,42145,113798,220627,701354,4.296696186,1378243,8.443512917,0,153662,0.94137758,6553318,4373488000,26.79324341,40.14751053,147187,0.901709855,-200616,-1.229031205,26.79324341,-1.229031205,54986,0.336860031,0.598776042,0,-5333,0,-32,-1134185,-1128641,-179,0,0.387096763,0.017878482,0,1,3,2,0,9,0,12,1,3,0,0,0,26.79324341,31,0.04768702,7784,26793244,0.047956578,20141968,18598308,941377.5625,4296696,8443513,-1229031.25,901709.875,0.726449013,1373
Aalestrup,2004,16589,75,15,1.968245745,0,0,0,0,0,5096,508,Aalestrup,7621,0.028998818,0,377,0,226,8029,4111,0,3315,9106,31993,4.198005676,71028,9.320036888,0,8843,1.160346389,296293,179713000,23.58128929,38.87849426,8326,1.092507601,-3610,-0.473691106,23.58128929,-0.473691106,2853,0.374360323,0.533739984,0,-15,0,0,-46293,-46278,0,0,0.266666681,0.007733019,0,0,0,0,0,6,0,4,0,0,0,0,5,23.58128929,15,0.02755544,210,23581288,0.066657916,18048290,16665087,1160346.375,4198005.5,9320037,-473691.125,1092507.5,0.668678641,90
Aars,2004,24337,126,28,2.101786375,0,0,0,0,0,9067,768,Aars,13322,0.029349947,1764,31927,0,5286,94043,43508,4766,6792,18160,56977,4.276910305,122578,9.201170921,0,12370,0.928539276,504837,310429000,23.30198097,37.8949852,8139,0.610944331,-5656,-0.424560875,23.30198097,-0.424560875,5580,0.418856025,0.546081126,0,0,0,0,-76549,-76549,0,0,0.210526317,0.006178936,0,0,6,0,0,7,0,4,0,0,0,0,2,23.30198097,19,0.029425012,392,23301982,0.057649001,20821798,19226036,928539.25,4276910.5,9201171,-424560.875,610944.3125,0.680603504,154
Aarup,2004,9339,35,3,0.55350554,0,0,0,0,0,3666,321,Aarup,5420,0.026199263,153,15370,0,162,22449,-1278,216,7826,7989,26753,4.935977936,50772,9.367527962,0,5285,0.975092232,216936,131740000,24.30627251,40.02509308,5701,1.051845074,-3315,-0.611623645,24.30627251,-0.611623645,2222,0.409963101,0.537787974,0,-83,0,-23,-32843,-32737,0,0,0.333333343,0.008733088,0,0,2,1,0,5,0,5,1,0,0,0,1,24.30627251,15,0.025461255,138,24306274,0.059225094,18030444,16648608,975092.25,4935978,9367528,-611623.625,1051845,0.676383793,38
Albertslund,2004,140094,227,164,5.754789829,2,5,3,0,0,21054,1800,Albertslund,28498,0.10586708,0,26301,0,16169,94182,33438,0,18274,6561,162100,5.688118458,368567,12.93308258,0,44947,1.577198386,1491500,892672000,31.32402229,52.33700562,28875,1.013229012,-5661,-0.198645517,31.32402229,-0.198645517,11769,0.412976354,0.525896072,0,-982,0,0,-230498,-229516,0,0,0.523809552,0.055454187,0,0,2,2,0,2,0,11,0,3,0,1,0,31.32402229,21,0.035581443,1014,31324022,0.063162327,24443610,22570276,1577198.375,5688118.5,12933083,-198645.5156,1013229,0.738788664,391
Allerød,2004,25800,177,52,2.219850779,0,0,0,0,0,16190,1368,Allerød,23425,0.033895411,1795,18064,0,18181,60591,1860,13581,7110,32419,116319,4.965592384,254624,10.86975479,0,21584,0.921408772,868374,458812000,19.58642387,37.07039642,24196,1.032913566,-7161,-0.30569905,19.58642387,-0.30569905,8946,0.381899685,0.481343508,0,-814,0,0,-80284,-79470,0,0,0.142857149,0.004842202,0,0,6,0,0,6,0,3,1,4,0,0,1,19.58642387,21,0.018441835,432,19586424,0.058399145,16273298,15026128,921408.75,4965592.5,10869755,-305699.0313,1032913.563,0.691141963,229
Arden,2004,18143,27,15,1.755823493,0,0,0,1,0.000117055,5772,538,Arden,8543,0.025400912,1194,2645,0,-499,38887,27077,4951,3519,7588,33182,3.884115696,80488,9.421514511,0,3574,0.418354213,319035,199476000,23.34964371,37.34460831,7073,0.827929318,-4758,-0.556947231,23.34964371,-0.556947231,3313,0.387802869,0.553513348,0,-37,0,-6,-51354,-51311,0,0,0.466666669,0.011853759,0,0,0,0,0,5,0,7,0,0,0,0,3,23.34964371,15,0.034648251,296,23349642,0.062975533,20512934,18940842,418354.2188,3884115.75,9421515,-556947.1875,827929.3125,0.675640881,42
Assens,2004,33662,43,48,4.438280106,0,2,2,0,0,7388,591,Assens,10815,0.037263062,36,39745,0,2386,55572,9372,473,3560,19154,50340,4.654646397,92525,8.555247307,0,8519,0.787702262,462761,307779000,28.45853043,42.78881073,7857,0.726490974,-4259,-0.393804908,28.45853043,-0.393804908,4340,0.4012945,0.588389337,0,-335,0,-9,-87071,-86727,0,0,0.466666669,0.01738943,0,0,2,1,0,5,0,7,0,0,0,0,0,28.45853043,15,0.03809524,412,28458530,0.054646324,21305962,19673094,787702.25,4654646.5,8555247,-393804.9063,726491,0.683125317,91
Augustenborg,2004,8494,10,16,2.423141003,0,0,0,0,0,4547,347,Augustenborg,6603,0.026805997,12,1093,0,-1418,7916,155,211,7863,5417,29086,4.404967308,57903,8.769195557,0,4362,0.660608828,228296,132955000,20.13554382,34.57458878,7492,1.134635806,-3502,-0.53036499,20.13554382,-0.53036499,2412,0.365288496,0.519150078,0,0,0,0,-30020,-30020,0,0,0.307692319,0.008247999,0,0,2,0,0,4,0,4,0,0,0,0,3,20.13554382,13,0.020899592,138,20135544,0.052551869,15612601,14416067,660608.8125,4404967.5,8769196,-530365,1134635.75,0.688626409,26
Aulum-Haderup,2004,8196,24,8,1.195100188,0,0,0,0,0,4566,396,Aulum-Haderup,6694,0.023005677,0,531,0,1976,2868,299,0,62,4214,26019,3.886913538,50669,7.56931591,0,4385,0.655064225,232464,143967000,21.50687218,34.72721863,8387,1.252912998,-963,-0.143860176,21.50687218,-0.143860176,2825,0.42201972,0.564768136,0,0,0,0,-29131,-29131,0,0,0.200000003,0.004601135,0,1,2,0,0,7,0,3,0,0,0,0,2,21.50687218,15,0.027487302,184,21506872,0.059157453,17199732,15881561,655064.25,3886913.75,7569316,-143860.1719,1252913,0.682103395,32
Ballerup,2004,146010,345,155,3.325466633,2,10,8,0,0,32951,2109,Ballerup,46610,0.0577773,18972,27767,0,67619,152623,14807,12752,10706,87359,263946,5.662861824,460067,9.870564461,0,42382,0.909289837,2343798,1559444000,33.45728302,50.28530502,26556,0.569748998,-8597,-0.184445396,33.45728302,-0.184445396,14948,0.320703715,0.613216341,0,-1365,0,0,-319439,-318074,0,0,0.639999986,0.03697747,0,0,2,1,0,4,0,16,0,2,0,0,0,33.45728302,25,0.02417936,1127,33457284,0.045247801,26950804,24885320,909289.875,5662862,9870564,-184445.3906,569749,0.70695132,500
Billund,2004,14621,33,16,1.838024139,1,2,1,0,0,6085,442,Billund,8705,0.030557152,2456,317,0,-872,18904,12679,3368,956,9953,41365,4.751866817,87423,10.04284859,0,12347,1.41838026,327301,178746000,20.5337162,37.59919739,10207,1.172544479,-2787,-0.320160836,20.5337162,-0.320160836,3978,0.456978738,0.477848768,0,-507,0,-27,-43818,-43284,0,0,0.230769232,0.00705165,0,0,0,0,0,8,0,3,0,0,0,0,2,20.5337162,13,0.024928203,217,20533716,0.050775416,17017922,15713685,1418380.25,4751866.5,10042849,-320160.8125,1172544.5,0.699023545,49
Birkerød,2004,37178,223,40,1.842044592,0,0,0,0,0,14626,1358,Birkerød,21715,0.055906057,5232,42229,0,-33539,105453,78745,12437,349,24497,92788,4.27299118,225221,10.37167835,0,13883,0.639327645,817658,479632000,22.08758926,37.65406418,11646,0.536311328,-5512,-0.253833741,22.08758926,-0.253833741,8304,0.38240847,0.538533926,0,-123,0,0,-85420,-85297,0,0,0.117647059,0.006577183,0,0,4,0,0,5,0,2,1,0,0,0,5,22.08758926,17,0.019341469,420,22087590,0.062537417,21785862,20116214,639327.625,4272991,10371679,-253833.75,536311.3125,0.673543632,263
Bjergsted,2004,27349,55,23,2.883651018,0,1,1,1,0.000125376,5644,491,Bjergsted,7976,0.032848544,0,-2117,0,-23410,-18376,5564,1730,-143,5987,36917,4.628510475,63904,8.012036324,0,5537,0.694207609,334631,220868000,27.6915741,41.95473862,11927,1.49536109,-4522,-0.566950858,27.6915741,-0.566950858,2732,0.342527568,0.589140177,0,-62,0,-39,-62509,-60550,-1858,0,0.176470593,0.005796802,0,0,0,1,0,7,0,3,0,0,0,0,6,27.6915741,17,0.040371113,322,27691574,0.061559681,20797644,19203732,694207.625,4628510.5,8012036,-566950.875,1495361.125,0.707622886,78
Bjerringbro,2004,29525,53,17,1.223990202,0,3,3,0,0,9500,717,Bjerringbro,13889,0.027863776,0,13035,0,-1062,41872,7520,19142,3237,17811,52535,3.782489777,125588,9.042263985,0,8614,0.620203018,497324,303765000,21.87090492,35.80704117,10236,0.736986101,-3414,-0.245806038,21.87090492,-0.245806038,5566,0.400748789,0.546462238,0,-73,0,0,-70709,-70636,0,0,0.315789461,0.008799087,0,1,3,0,0,9,0,6,0,0,0,0,0,21.87090492,19,0.020447837,284,21870906,0.051623587,17326590,15998697,620203.0625,3782489.75,9042264,-245806.0313,736986.125,0.683994532,70
Blåbjerg,2004,7510,39,13,1.995089054,0,0,0,0,0,4324,393,Blåbjerg,6516,0.043124616,0,1915,0,-615,3725,132,193,2100,8880,35960,5.518723011,59166,9.08011055,0,7268,1.115408182,242391,131964000,20.25230217,37.19935608,11329,1.738643289,-3296,-0.505831778,20.25230217,-0.505831778,2924,0.448741555,0.473857373,0,-49,0,-38,-32676,-32589,0,0,0.090909094,0.00392042,0,0,0,0,0,4,0,1,0,0,0,0,6,20.25230217,11,0.02102517,137,20252302,0.060313076,15271179,14100811,1115408.25,5518723,9080110,-505831.8125,1738643.375,0.663597286,52
Blåvandshuk,2004,7012,2,14,3.205128193,0,0,0,1,0.000228938,2963,217,Blåvandshuk,4368,0.038003664,0,0,0,-1353,-1172,0,532,-351,9524,25175,5.763507366,45005,10.30334282,0,6069,1.389423132,171161,90400000,20.69597054,39.18521118,8150,1.865842462,-3638,-0.832875431,20.69597054,-0.832875431,2181,0.499313176,0.458839625,0,-61,0,0,-22037,-21976,0,0,0.230769232,0.008770077,0,0,2,0,0,4,0,3,0,0,0,0,4,20.69597054,13,0.020833334,91,20695970,0.049679488,15664835,14464297,1389423.125,5763507.5,10303342,-832875.4375,1865842.5,0.678342462,16
Bogense,2004,13760,24,16,2.505088568,0,0,0,2,0.000313136,4376,335,Bogense,6387,0.030530766,0,893,0,1695,9823,397,2289,4549,4266,29605,4.635196686,57544,9.009551048,0,4607,0.721308887,259252,166016000,25.99279785,40.59057617,5186,0.81196177,-3706,-0.580241144,25.99279785,-0.580241144,2561,0.400970727,0.565179467,0,0,0,-37,-44913,-44876,0,0,0.400000006,0.012212306,0,0,2,1,0,4,0,6,0,0,0,0,2,25.99279785,15,0.038046032,243,25992798,0.052450288,19028808,17570458,721308.9375,4635196.5,9009551,-580241.125,811961.8125,0.685141683,40
Bornholm (excl. Christiansø),2004,134961,33,158,3.617795944,0,8,8,2,4.58E-05,30078,2463,Bornholm (excl. Christiansø),43673,0.032239597,0,14668,584,-135,65211,25404,15990,8700,101259,277931,6.363909245,439391,10.06093025,620392,35237,0.806837201,2783265,1333875000,30.54232597,63.72964859,86537,1.981475949,-10098,-0.231218368,30.54232597,-0.231218368,17359,0.397476703,0.413482636,-19,-680,0,18,-313246,-312565,0,0,0.428571433,0.01381697,0,1,2,1,0,25,0,33,0,2,0,0,13,30.54232597,77,0.052343555,2286,30542326,0.056396399,23967074,22130260,806837.1875,6363909,10060930,-231218.375,1981476,0.688709259,191
Bov,2004,13417,62,44,4.38640213,13,13,0,0,0,7120,641,Bov,10031,0.100986943,334,3714,0,-1006,16340,9134,206,3958,16821,47384,4.723756313,86934,8.66653347,0,6890,0.686870694,383419,231747000,23.10308075,38.22340775,15828,1.577908516,-5364,-0.534742296,23.10308075,-0.534742296,4266,0.425281614,0.539829433,0,-55,0,0,-53939,-53884,0,0,0.352941185,0.035642453,0,0,3,1,0,7,0,6,0,0,0,0,0,23.10308075,17,0.030106669,302,23103080,0.063901901,18641910,17213212,686870.6875,4723756.5,8666534,-534742.3125,1577908.5,0.709799647,106
Bramming,2004,29301,45,31,2.274728537,0,5,5,0,0,9268,742,Bramming,13628,0.027370119,157,3011,0,-4028,32046,25448,4860,2598,13097,51240,3.759906054,140397,10.30209827,0,5899,0.432858825,503777,300846000,22.0755806,36.96632004,12443,0.913046658,-7048,-0.517170548,22.0755806,-0.517170548,5699,0.418183148,0.529615581,0,-282,0,-69,-73108,-72757,0,0,0.235294119,0.006440028,0,0,3,0,0,8,0,4,1,0,0,0,1,22.0755806,17,0.022967421,313,22075580,0.054446727,18604124,17178322,432858.8125,3759906,10302099,-517170.5313,913046.6875,0.68007046,76
Bramsnæs,2004,24908,36,19,2.051171303,0,0,0,0,0,6569,469,Bramsnæs,9263,0.025801577,80,-903,0,-19470,33000,45154,1117,7022,10872,43007,4.64288044,88676,9.573140144,0,5115,0.55219692,353572,216936000,23.41962624,38.17035675,5630,0.607794464,-5792,-0.62528336,23.41962624,-0.62528336,3388,0.365756243,0.552620351,0,-204,0,0,-48614,-48410,0,0,0.466666669,0.012040736,0,0,0,1,0,7,0,7,0,0,0,0,0,23.41962624,15,0.026773185,248,23419626,0.050631545,23068122,21300204,552196.9375,4642880.5,9573140,-625283.375,607794.4375,0.709165514,55
Brande,2004,11729,52,34,3.861442327,0,2,2,0,0,6004,450,Brande,8805,0.051788755,40,10649,0,-2454,7074,52,-62,-1151,9881,38917,4.419875145,80450,9.136854172,0,4672,0.530607581,342755,206150000,23.41283417,38.92731476,12750,1.448040843,-184,-0.020897217,23.41283417,-0.020897217,3741,0.42487222,0.533661664,0,-158,0,-9,-50182,-50015,0,0,0.13333334,0.006905168,0,1,0,0,0,2,0,2,0,0,0,0,10,23.41283417,15,0.028279386,249,23412834,0.051107325,17738444,16378987,530607.625,4419875,9136854,-20897.2168,1448040.875,0.681885302,86
Bredebro,2004,6781,20,11,2.964160681,0,0,0,0,0,2493,256,Bredebro,3711,0.033683643,326,720,0,2560,6755,1819,483,847,7142,17752,4.783616066,38089,10.26381016,0,2881,0.776340604,150675,89294000,24.06197739,40.6022644,3640,0.980867684,-981,-0.264349222,24.06197739,-0.264349222,1670,0.450013459,0.521755397,0,-40,0,-42,-22500,-22418,0,0,0.384615391,0.012955247,0,0,1,0,0,6,0,5,0,0,0,0,1,24.06197739,13,0.035839397,133,24061978,0.068984099,18511184,17092504,776340.625,4783616.5,10263810,-264349.2188,980867.6875,0.671786606,31
Broager,2004,13867,6,10,1.584032893,0,0,0,0,0,4345,391,Broager,6313,0.036591161,0,4760,0,-475,5268,-410,289,1104,10504,26227,4.154443264,56630,8.970378876,0,3632,0.57532078,235166,143551000,22.73895073,37.25106812,6565,1.039917588,-1439,-0.227942348,22.73895073,-0.227942348,2567,0.406621248,0.544163167,0,0,0,0,-34184,-34184,0,0,0.545454562,0.019958816,0,0,1,1,0,3,0,6,0,0,0,0,0,22.73895073,11,0.026928561,170,22738952,0.061935689,17259148,15936424,575320.75,4154443.25,8970379,-227942.3438,1039917.625,0.688262343,16
Broby,2004,12654,35,10,1.594133615,0,0,0,0,0,4308,312,Broby,6273,0.02136139,0,137,0,8106,7245,-2252,6,1248,13030,26753,4.264785767,61090,9.73856163,0,2316,0.369201332,258379,162917000,25.97114563,41.18906403,7201,1.147935629,-1898,-0.302566558,25.97114563,-0.302566558,2321,0.369998395,0.561577022,0,-174,0,-20,-41082,-40888,0,0,0.333333343,0.007120464,0,0,1,1,0,8,0,5,0,0,0,0,0,25.97114563,15,0.029172644,183,25971146,0.049736969,19094052,17630702,369201.3438,4264785.5,9738562,-302566.5625,1147935.625,0.686752737,45
Brovst,2004,12467,19,9,1.07745719,0,0,0,0,0,5693,488,Brovst,8353,0.024901234,0,1564,0,5509,8303,-2568,852,2946,13621,34521,4.132766724,74294,8.894289017,0,6667,0.798156381,322017,199494000,23.8829155,38.55105972,8186,0.980007172,-1145,-0.137076497,23.8829155,-0.137076497,3087,0.369567811,0.548197329,0,0,0,-14,-50861,-50847,0,0,0.411764711,0.010253449,0,0,0,1,0,6,0,7,0,0,0,0,3,23.8829155,17,0.044894051,375,23882916,0.058422122,17488208,16147929,798156.375,4132766.75,8894289,-137076.5,980007.1875,0.681551516,28
Brædstrup,2004,14237,55,7,0.804782748,0,0,0,0,0,5941,458,Brædstrup,8698,0.028282363,3369,5013,0,-2162,24495,12327,544,5404,6278,37974,4.365831375,78061,8.974592209,0,4738,0.544722915,308042,180272000,20.72568321,35.41526794,11935,1.372154474,-4938,-0.567716718,20.72568321,-0.567716718,3450,0.396642894,0.511865795,0,-2,0,-199,-46702,-46501,0,0,0.266666681,0.007541964,0,0,0,2,0,7,0,4,0,0,0,0,2,20.72568321,15,0.026212923,228,20725684,0.052655783,16796736,15509451,544722.9375,4365831,8974592,-567716.6875,1372154.5,0.683030605,62
Brøndby,2004,139379,211,178,5.128500462,0,10,10,1,2.88E-05,24312,1903,Brøndby,34708,0.09951596,7091,30460,0,7575,72109,11676,9616,5691,54016,191229,5.509652138,398768,11.48922443,0,35477,1.022156239,1763649,1124351000,32.39457703,50.81390381,23828,0.68652761,-10004,-0.28823325,32.39457703,-0.28823325,12067,0.347672015,0.567909479,-613,-3190,0,0,-292904,-289101,0,0,0.684210539,0.068089865,0,0,1,2,0,2,0,13,0,1,0,0,0,32.39457703,19,0.03103031,1077,32394578,0.054828856,24401464,22531360,1022156.25,5509652,11489224,-288233.25,686527.625,0.700472534,389
Brønderslev,2004,48612,153,58,2.878269196,0,2,2,0,0,13721,1139,Brønderslev,20151,0.024316411,230,7351,0,588,57139,5575,4640,38755,24043,84615,4.199047089,176255,8.746712685,0,11758,0.583494604,795560,528256000,26.21487808,39.47992706,18758,0.930871904,-24082,-1.195077181,26.21487808,-1.195077181,8411,0.417398632,0.596904576,0,-427,0,0,-133491,-133064,0,0,0.428571433,0.010421319,0,0,1,1,0,9,0,9,0,1,0,0,0,26.21487808,21,0.041834153,843,26214878,0.056523249,19888196,18363984,583494.625,4199047,8746712,-1195077.125,930871.9375,0.680909157,211
Brørup,2004,8849,48,17,2.610164165,0,2,2,0,0,4399,327,Brørup,6513,0.022723783,768,6228,0,1062,10221,1142,189,832,7578,29340,4.504836559,57347,8.805005074,0,2142,0.328880697,241323,147346000,22.62336922,37.05250931,7325,1.124673724,-2177,-0.334254563,22.62336922,-0.334254563,2498,0.383540601,0.53758353,0,-112,0,0,-38335,-38223,0,0,0.384615391,0.008739917,0,0,1,0,0,7,0,5,0,0,0,0,0,22.62336922,13,0.022877323,149,22623368,0.050207276,16929986,15632488,328880.6875,4504836.5,8805005,-334254.5625,1124673.75,0.675418377,65
Børkop,2004,14965,60,36,3.201138258,0,0,0,0,0,7798,526,Børkop,11246,0.021874445,1087,27697,0,-3440,43229,3197,11323,3365,17517,44406,3.948603868,98780,8.783567429,0,7818,0.695180535,391104,238254000,21.18566513,34.77716446,9131,0.81193316,-7285,-0.647785902,21.18566513,-0.647785902,3973,0.35328117,0.542805016,0,-263,0,0,-57358,-57095,0,0,0.533333361,0.011666371,0,0,0,0,0,5,0,8,0,0,0,0,2,21.18566513,15,0.024008537,270,21185666,0.046772186,16393027,15136681,695180.5,3948604,8783567,-647785.875,811933.125,0.693402112,96
Christiansfeld,2004,18901,51,23,2.395583868,0,0,0,0,0,6545,628,Christiansfeld,9601,0.024476618,2026,248,0,842,9468,500,1056,4796,11044,40471,4.21529007,87403,9.103530884,0,5594,0.582647622,341465,210374000,21.91167641,35.56556702,10078,1.049682379,-12455,-1.297260761,21.91167641,-1.297260761,3781,0.393813133,0.544449627,0,0,0,0,-53701,-53701,0,0,0.176470593,0.004319403,0,0,2,2,0,7,0,3,1,2,0,0,0,21.91167641,17,0.025830643,248,21911676,0.065409854,16370481,15115863,582647.625,4215290,9103531,-1297260.75,1049682.375,0.681699812,74
Copenhagen,2004,,2428,2230,4.445206165,50,242,192,6,1.20E-05,381574,29742,Copenhagen,501664,0.112858407,7352,363062,0,97004,1818863,387663,186213,777569,571896,3038143,6.056131363,3624359,7.224674225,7146947,913541,1.821021676,31577338,17428584000,34.74154663,62.94519424,230038,0.458549947,-804274,-1.603212476,34.74154663,-1.603212476,141172,0.281407475,0.485870093,0,-19721,0,-23,-4095938,-4076194,0,0,0.290909082,0.032831535,1,0,4,4,0,11,0,16,5,9,0,5,0,34.74154663,55,0.038539741,19334,34741548,0.059286695,27388958,25289896,1821021.625,6056131,7224674.5,-1603212.5,458549.9375,0.76061666,4658
Dianalund,2004,18390,76,12,1.632875204,0,1,1,0,0,5070,426,Dianalund,7349,0.026942441,0,4810,0,3342,34388,15128,3163,7945,18296,32953,4.48401165,66099,8.99428463,0,5180,0.704857826,314475,206688000,28.12464333,42.79153442,6845,0.931419253,-3290,-0.447679967,28.12464333,-0.447679967,2630,0.35787183,0.58279103,0,0,0,-14,-56156,-56142,0,0,0.266666681,0.007184651,0,0,6,0,0,4,0,4,0,1,0,0,0,28.12464333,15,0.042999048,316,28124642,0.05796707,22543746,20816016,704857.8125,4484011.5,8994285,-447679.9688,931419.25,0.689889789,88
Dragsholm,2004,40017,101,30,2.190580606,0,0,0,0,0,9609,757,Dragsholm,13695,0.025775831,0,1975,0,6637,14096,498,2610,2376,21288,56188,4.102811337,122043,8.911500931,0,11079,0.808981359,592836,391674000,28.59978104,43.28849792,13541,0.988755047,-1689,-0.123329684,28.59978104,-0.123329684,5840,0.426432997,0.598669529,0,-359,0,-92,-92722,-92271,0,0,0.428571433,0.011046785,0,0,3,1,0,6,0,9,0,2,0,0,0,28.59978104,21,0.030814165,422,28599780,0.055275649,21898576,20220290,808981.375,4102811.25,8911501,-123329.6797,988755,0.701642931,131
Dragør,2004,16237,42,22,1.682471752,0,0,0,0,0,9023,800,Dragør,13076,0.049174059,1310,8769,0,-13370,8228,802,1564,9153,15344,69202,5.292291164,116227,8.8885746,0,8455,0.646604478,492703,286749000,21.92941284,37.6799469,17506,1.338788629,-5436,-0.415723473,21.92941284,-0.415723473,5545,0.424059331,0.538334846,0,-288,0,-490,-48277,-47499,0,0,0.13333334,0.006556542,0,0,3,0,0,4,0,2,0,0,0,0,6,21.92941284,15,0.019960232,261,21929412,0.061180789,18358212,16951256,646604.4375,5292291,8888574,-415723.4688,1338788.625,0.690042853,64
Dronninglund,2004,30982,107,21,1.367454529,0,1,1,0,0,10450,962,Dronninglund,15357,0.023897897,1008,1311,0,3052,23791,7787,3241,7392,27359,58893,3.834928751,125891,8.197629929,0,14330,0.933124959,589737,382512000,24.9079895,38.4018364,17035,1.109266162,-8924,-0.581103086,24.9079895,-0.581103086,6412,0.417529464,0.583094239,0,-328,0,0,-93469,-93141,0,0,0.285714298,0.006827971,0,0,1,0,0,9,0,6,0,1,0,0,4,24.9079895,21,0.04265156,655,24907990,0.06264244,19350004,17867038,933124.9375,3834928.75,8197629.5,-581103.0625,1109266.125,0.68047142,128
Ebeltoft,2004,41731,31,26,1.74379611,0,0,0,0,0,10420,797,Ebeltoft,14910,0.034272302,910,8864,0,-2573,40707,19644,5337,8525,21706,71647,4.805298328,128790,8.63782692,0,7284,0.488531172,608903,386987000,25.95486259,40.83856583,21527,1.443796158,-7332,-0.491750509,25.95486259,-0.491750509,6040,0.405097246,0.562766671,0,-185,0,4,-101771,-101590,0,0,0.210526317,0.007215221,0,0,0,0,0,5,0,4,0,5,0,0,5,25.95486259,19,0.041851107,624,25954862,0.053454056,20458820,18890876,488531.1875,4805298.5,8637827,-491750.5,1443796.125,0.698859811,57
Egebjerg,2004,23964,16,9,1.015342951,0,0,0,0,0,5981,501,Egebjerg,8864,0.023465704,21,2397,0,-3690,8212,4114,673,4697,6900,35603,4.01658392,85283,9.621276855,0,1027,0.115861915,344502,214213000,24.16662979,38.86529922,10774,1.215478301,-2398,-0.270532489,24.16662979,-0.270532489,3249,0.366538823,0.549571574,0,-379,0,-6,-56101,-55716,0,0,0.294117659,0.006901678,0,0,2,0,0,6,0,5,1,0,0,0,3,24.16662979,17,0.042644404,378,24166630,0.056520756,18345104,16939154,115861.9141,4016584,9621277,-270532.5,1215478.375,0.674751818,25
Egtved,2004,23994,106,13,0.856615722,0,0,0,0,0,10419,814,Egtved,15176,0.022140222,1119,3670,0,-8716,13635,9384,3978,4200,18931,50986,3.359646797,137173,9.038811684,0,5398,0.355693191,513539,308439000,20.32413101,33.83889008,19502,1.285055399,-7959,-0.524446487,20.32413101,-0.524446487,5541,0.36511597,0.539117455,0,-625,0,2,-69875,-69252,0,0,0.210526317,0.0046611,0,0,2,2,0,10,0,4,0,1,0,0,0,20.32413101,19,0.025632577,389,20324130,0.053637322,16379217,15123930,355693.1875,3359646.75,9038811,-524446.5,1285055.375,0.686544538,119
Egvad,2004,14134,48,12,1.261962295,0,4,4,0,0,6380,545,Egvad,9509,0.035229784,0,10149,0,-2134,29300,19433,1512,340,7588,41138,4.326217175,84203,8.855084419,0,5399,0.567777872,352613,218948000,23.02534485,37.08202744,8413,0.88474077,-5488,-0.57713747,23.02534485,-0.57713747,4109,0.432116956,0.558259606,0,-222,0,24,-50474,-50276,0,0,0.352941185,0.012434041,0,1,0,0,0,8,0,6,0,0,0,0,2,23.02534485,17,0.023977285,228,23025344,0.057314124,19781786,18265730,567777.875,4326217.5,8855085,-577137.4375,884740.75,0.67094332,60
