commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,id,pop,pctforeign,cAdmin,cEducationCulture,cHospitalHealthInsurance,cHousing,cMainAccounts,cSocialHealth,cTrafficInfrastructure,cUtilities,delta_eSocialHealth,eAdmin,eAdminhead,eEducationCulture,eEducationhead,eHospitalHealthInsurance,eHousing,eHousinghead,eMainAccounts,g_social,eSocialhead,eTotalhead,eTrafficInfrastructure,eTraffichead,eUtilities,eUtilitieshead,esocial_head,eutilhead,lowincome,lowincome_rate,pct_runningcons_social,rAdmin,rEducationCulture,rHospitalHealthInsurance,rHousing,rMainAccounts,rSocialHealth,rTrafficInfrastructure,rUtilities,sd_share,sd_share_foreign,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,social_head,totalseats,unemp_rate,unemployed,g_social_head,lowbracket_rate,c_social_head,d_c_social_head,g_housing_head,g_admin_head,g_education_head,g_utilities_head,g_traffic_head,pct1565,crime_vtheft
Ravnsborg,2004,21112,23,6,1.07009089,0,0,0,0,0,3835,380,Ravnsborg,5607,0.021936866,0,13572,0,-4894,12354,933,0,2743,15305,30865,5.50472641,37629,6.711075306,0,3212,0.572855353,283238,194078000,34.61351776,50.51507187,18550,3.30836463,-1096,-0.195469946,34.61351776,-0.195469946,2190,0.390583187,0.621047497,0,-77,0,0,-51866,-50385,-1404,0,0.461538464,0.010124708,0,0,1,1,0,3,0,6,0,0,0,0,2,34.61351776,13,0.044052079,247,34613520,0.067772426,25793828,23817014,572855.375,5504726,6711075.5,-195469.9531,3308364.5,0.683966458,29
Ribe,2004,32725,63,32,1.766882062,0,3,3,0,0,12591,1051,Ribe,18111,0.033515543,0,5558,0,-2558,32373,23114,1872,4387,27768,71286,3.936060905,158384,8.745182037,0,13196,0.728617966,674550,419438000,23.15929604,37.24531937,23289,1.285903573,-11043,-0.609739959,23.15929604,-0.609739959,8135,0.449174523,0.546418369,0,-87,0,0,-112779,-112476,-216,0,0.238095239,0.007979891,0,0,3,0,0,10,0,5,0,2,0,0,1,23.15929604,21,0.025454143,461,23159296,0.05803103,18225166,16828408,728617.9375,3936061,8745182,-609739.9375,1285903.625,0.695212841,95
Ringe,2004,33518,51,38,3.401056051,0,0,0,0,0,7634,689,Ringe,11173,0.024344401,0,7038,0,-2253,-2322,-13265,1316,4842,16537,45611,4.082252026,93586,8.376085281,0,8557,0.765864134,448073,292388000,26.16915703,40.10319519,12422,1.111787319,-4491,-0.401951134,26.16915703,-0.401951134,4810,0.430502117,0.577528656,0,-241,0,-62,-80280,-79977,0,0,0.263157904,0.006406422,0,0,1,1,0,10,0,5,1,1,0,0,0,26.16915703,19,0.029535487,330,26169158,0.061666518,17823860,16457857,765864.125,4082251.75,8376085,-401951.125,1111787.375,0.683254302,89
Ringkøbing,2004,28376,24,40,2.240017891,0,7,7,0,0,12220,1007,Ringkøbing,17857,0.039872319,299,17850,0,10888,35326,21,3212,3056,35334,77107,4.318026543,157891,8.841966629,0,7727,0.432715476,665859,412225000,23.08478546,37.28840256,16313,0.913535297,-5404,-0.302626431,23.08478546,-0.302626431,8288,0.464131713,0.553195179,0,-543,0,-2,-99417,-98872,0,0,0.263157904,0.010492716,0,0,1,0,0,10,0,5,0,0,0,0,3,23.08478546,19,0.024584197,439,23084784,0.05639245,17549084,16204139,432715.4688,4318026.5,8841967,-302626.4063,913535.3125,0.684325457,64
Ringkøbing County,2004,,1102,683,2.48517251,0,46,46,2,7.28E-06,190780,15117,Ringkøbing County,274830,0.036113232,7756,264675,0,49053,675238,214833,78396,60525,303125,1084462,3.945937395,2310201,8.405927658,0,144050,0.524142206,10135175,6391762000,23.25714874,36.87797928,285216,1.037790656,-80516,-0.292966574,23.25714874,-0.292966574,114805,0.417730957,0.566019416,0,-7965,0,-193,-1529223,-1520626,-439,0,0.248344377,0.008968518,0,16,14,9,0,132,0,75,9,6,0,0,41,23.25714874,302,0.027329622,7511,23257148,0.055004913,18505874,17087602,524142.1875,3945937.5,8405927,-292966.5625,1037790.625,0.694174588,1785
Ringsted,2004,100943,95,71,2.334144115,6,9,3,0,0,21378,1669,Ringsted,30418,0.045893878,649,6702,0,-17378,35557,2794,19020,23770,67655,130002,4.273850918,291521,9.583831787,0,24785,0.814813614,1226067,775499000,25.49473953,40.30728531,34853,1.145801783,-30593,-1.00575316,25.49473953,-1.00575316,11476,0.377276599,0.564458966,0,-751,0,-29,-193356,-192576,0,0,0.333333343,0.01529796,0,0,1,3,0,6,0,7,1,2,0,0,1,25.49473953,21,0.03231639,983,25494740,0.054868829,19255606,17779876,814813.625,4273851,9583832,-1005753.188,1145801.875,0.702807546,166
Rosenholm,2004,26085,44,17,1.656112909,0,0,0,0,0,7067,529,Rosenholm,10265,0.028933268,13,8988,0,-2762,15220,2414,3683,2884,11487,45638,4.445981503,102490,9.984413147,0,4153,0.404578656,386299,229040000,22.31271362,37.63263702,10839,1.055918217,-5861,-0.570969284,22.31271362,-0.570969284,3895,0.379444718,0.516185939,0,-57,0,-5,-61387,-61325,0,0,0.333333343,0.009644423,0,0,3,0,0,5,0,5,0,1,0,0,1,22.31271362,15,0.031173892,320,22312714,0.05153434,16573695,15303503,404578.6563,4445981.5,9984413,-570969.3125,1055918.125,0.688455939,61
Roskilde,2004,148836,270,252,4.677233696,0,7,7,0,0,38554,2695,Roskilde,53878,0.050484426,4624,48584,0,-12480,256434,134251,5997,75458,26859,321178,5.96120882,510529,9.47564888,0,49686,0.9221946,2148471,1412384000,26.21448517,39.87659073,33188,0.615984261,-178494,-3.312929153,26.21448517,-3.312929153,19615,0.364063263,0.595261633,0,-1108,0,0,-332535,-331427,0,0,0.280000001,0.014135639,0,0,4,1,0,8,0,7,1,4,0,0,0,26.21448517,25,0.023386169,1260,26214484,0.050020415,22554808,20826230,922194.5625,5961208.5,9475649,-3312929.25,615984.25,0.715579629,522
Rougsø,2004,21648,20,29,3.55871892,0,0,0,0,0,5602,528,Rougsø,8149,0.022579458,1619,1850,0,787,7994,-1448,-250,5436,14512,33542,4.116087914,71259,8.744508743,0,2146,0.263345182,346567,231839000,28.44999313,42.52877808,11034,1.354031205,-3253,-0.399190098,28.44999313,-0.399190098,3586,0.440053999,0.593217075,0,-71,0,-87,-64918,-64760,0,0,0.400000006,0.009031783,0,0,0,0,0,0,0,6,0,0,0,0,9,28.44999313,15,0.037059762,302,28449994,0.064793229,20325316,18767604,263345.1875,4116087.75,8744509,-399190.0938,1354031.125,0.687446296,49
Rudbjerg,2004,11502,7,10,2.854696035,0,0,0,0,0,2442,226,Rudbjerg,3503,0.025406795,0,1364,0,-268,1096,0,0,0,1191,19204,5.482158184,25663,7.326006413,0,1602,0.457322299,153656,102493000,29.25863457,43.86411667,6643,1.896374583,-1949,-0.556380272,29.25863457,-0.556380272,1492,0.425920635,0.591084301,0,0,0,-24,-28596,-28572,0,0,0.384615391,0.009771844,0,0,1,2,0,5,0,5,0,0,0,0,0,29.25863457,13,0.034827292,122,29258636,0.064516127,21102198,19484946,457322.2813,5482158,7326006.5,-556380.25,1896374.5,0.697116733,17
Rudkøbing,2004,26538,14,20,3.000750303,0,0,0,0,0,4530,343,Rudkøbing,6665,0.041260313,0,0,0,-4322,117,0,462,3977,11941,31360,4.705176353,59897,8.986796379,0,3732,0.559939981,323324,220989000,33.1566391,48.51072693,10721,1.608552098,-3375,-0.506376565,33.1566391,-0.506376565,2213,0.332033008,0.613444746,0,-1467,0,-110,-65335,-62727,-1031,0,0.294117659,0.012135386,0,0,0,0,0,6,0,5,0,4,0,0,2,33.1566391,17,0.059564892,397,33156640,0.051462866,23745236,21925424,559940,4705176.5,8986797,-506376.5938,1608552.125,0.679669917,34
Ry,2004,15185,61,20,1.822655559,0,0,0,0,0,7532,699,Ry,10973,0.027704366,1908,11270,0,11708,33936,1960,6259,831,5506,49639,4.523740292,115186,10.49722004,0,4653,0.424040824,385234,204783000,18.66244507,35.10744476,12061,1.099152446,-1088,-0.099152468,18.66244507,-0.099152468,5137,0.468149096,0.468065351,0,-81,0,0,-46151,-46070,0,0,0.333333343,0.009234789,0,0,0,0,0,7,0,5,1,0,0,0,2,18.66244507,15,0.02816003,309,18662444,0.063701816,14642577,13520384,424040.8125,4523740,10497220,-99152.46875,1099152.5,0.686412096,81
Ryslinge,2004,19332,39,14,2.000857592,0,0,0,0,0,4743,439,Ryslinge,6997,0.026296984,0,393,0,5406,18013,11451,-28,791,5928,34934,4.992711067,62666,8.956124306,0,5370,0.76747179,289303,184521000,26.3714447,41.34672165,5093,0.727883399,-3281,-0.468915254,26.3714447,-0.468915254,3162,0.451907963,0.571007013,0,-257,0,0,-45651,-45394,0,0,0.333333343,0.008765662,0,0,0,0,0,5,0,5,1,2,0,0,2,26.3714447,15,0.032585394,228,26371444,0.062741175,21520368,19871068,767471.75,4992711,8956124,-468915.25,727883.375,0.677861929,53
Rødby,2004,47120,45,39,5.868191242,6,10,4,0,0,4629,328,Rødby,6646,0.043033402,0,13251,0,136,9339,6,1726,-5780,6736,38391,5.776557446,58273,8.768131256,0,4115,0.619169414,343449,247752000,37.27836227,51.67755127,7716,1.16099906,-12798,-1.925669551,37.27836227,-1.925669551,2659,0.400090277,0.647593677,0,0,0,0,-71896,-71896,0,0,0.333333343,0.014344468,0,0,1,0,0,5,0,5,0,4,0,0,0,37.27836227,15,0.030544689,203,37278364,0.049352996,26461330,24433360,619169.4375,5776557.5,8768131,-1925669.625,1160999.125,0.696509182,84
Rødding,2004,10433,113,28,2.584456205,0,0,0,0,0,7319,645,Rødding,10834,0.022706294,324,6856,0,5448,27518,316,2672,11902,15547,46859,4.325180054,93562,8.635960579,0,5222,0.482001096,373685,223628000,20.64131355,34.49187851,12141,1.120638728,-7727,-0.713217676,20.64131355,-0.713217676,4285,0.395514131,0.53203851,0,0,0,0,-53024,-53024,0,0,0.315789461,0.007170408,0,0,1,0,0,12,0,6,0,0,0,0,0,20.64131355,19,0.022890899,248,20641314,0.059534799,15776261,14567184,482001.0938,4325180,8635961,-713217.625,1120638.75,0.675558448,141
Rødekro,2004,23059,127,34,2.928005457,0,1,1,0,0,8011,698,Rødekro,11612,0.032810885,5,4911,0,-11527,-4340,92,705,1474,24353,45868,3.950051785,100986,8.69669342,0,8463,0.728815019,407199,245235000,21.11910057,35.06708527,11463,0.987168431,-4816,-0.414743364,21.11910057,-0.414743364,4397,0.378659993,0.529854894,0,-196,0,0,-63118,-62922,0,0,0.70588237,0.023160625,0,0,1,0,0,4,0,12,0,0,0,0,0,21.11910057,17,0.032380298,376,21119100,0.06011023,15708318,14504448,728815,3950051.75,8696693,-414743.375,987168.4375,0.689889789,161
Rødovre,2004,142366,378,85,2.335742235,1,5,4,1,2.75E-05,24933,1629,Rødovre,36391,0.060234673,1604,7335,0,-7702,67055,30660,7813,27345,43281,180365,4.956307888,354342,9.737077713,0,41645,1.144376397,1685967,1108053000,30.44854546,46.32923126,23828,0.654777288,-22266,-0.611854553,30.44854546,-0.611854553,11484,0.31557253,0.593010008,0,-409,0,0,-267001,-266592,0,0,0.526315808,0.031702463,0,0,1,2,0,3,0,10,1,2,0,0,0,30.44854546,19,0.031930972,1162,30448544,0.044763815,23965292,22128616,1144376.375,4956308,9737078,-611854.5625,654777.25,0.685141921,463
Rønde,2004,13192,36,14,1.988353848,0,0,0,0,0,4815,402,Rønde,7041,0.036216445,471,2600,0,3381,19827,9550,1062,2763,13251,29705,4.218861103,67969,9.653316498,0,2624,0.372674346,266816,162616000,23.09558296,37.89461899,7639,1.084931135,-3737,-0.530748487,23.09558296,-0.530748487,2585,0.367135346,0.545535922,0,-150,0,0,-37865,-37715,0,0,0.384615391,0.013929402,0,0,0,0,0,5,0,5,1,0,0,0,2,23.09558296,13,0.033091892,233,23095584,0.057094164,19095442,17631986,372674.3438,4218861,9653316,-530748.5,1084931.125,0.683851719,50
Rønnede,2004,20388,60,12,1.655857563,1,2,1,0,0,5140,487,Rønnede,7247,0.02952946,247,2452,0,-2177,12166,5712,2541,3391,7026,40450,5.581620216,62760,8.660135269,0,5396,0.744583964,279818,168161000,23.20422173,38.61156464,6828,0.942182958,-3777,-0.521181166,23.20422173,-0.521181166,2977,0.410790682,0.537522256,0,-247,0,-93,-39121,-38781,0,0,0.333333343,0.009843154,0,0,1,1,0,7,0,5,0,0,0,0,1,23.20422173,15,0.026217746,190,23204222,0.067200221,18641092,17212456,744583.9375,5581620,8660135,-521181.1875,942183,0.709259033,72
Sakskøbing,2004,27311,64,39,4.156896591,0,2,2,0,0,6460,488,Sakskøbing,9382,0.029311448,0,6205,0,-1299,11469,569,1253,4741,11533,37880,4.037518501,67772,7.223619461,0,8305,0.885205686,386733,267368000,28.4979744,41.22074127,8301,0.884779394,-2893,-0.308356434,28.4979744,-0.308356434,3710,0.395438075,0.613997817,0,0,0,0,-77499,-77499,0,0,0.470588237,0.013793623,0,0,2,1,0,5,0,8,0,1,0,0,0,28.4979744,17,0.034107868,320,28497974,0.052014496,20298230,18742594,885205.6875,4037518.75,7223619.5,-308356.4375,884779.375,0.688552558,103
Sallingsund,2004,7525,5,7,1.143977761,0,0,0,0,0,4102,355,Sallingsund,6119,0.021735577,959,2938,0,286,20586,7184,4816,4403,9457,26884,4.393528461,57225,9.352018356,0,4442,0.725935638,226592,131775000,21.53538132,37.0308876,8501,1.389279246,-2235,-0.365255773,21.53538132,-0.365255773,2489,0.406765819,0.519855559,0,0,0,0,-29116,-29116,0,0,0.307692319,0.00668787,0,0,2,1,0,5,0,4,1,0,0,0,0,21.53538132,13,0.028109169,172,21535382,0.058016017,17951134,16575377,725935.625,4393528.5,9352018,-365255.75,1389279.25,0.670370996,12
Samsø,2004,9353,6,16,3.812247038,0,0,0,0,0,2775,242,Samsø,4197,0.022873482,0,0,0,-323,30,0,301,52,712,20740,4.941625118,31867,7.592804432,0,2886,0.687634051,173324,116704000,27.80652809,41.29711533,4323,1.030021429,-3196,-0.761496305,27.80652809,-0.761496305,1568,0.373600185,0.619361341,0,0,0,0,-24574,-24574,0,0,0.15384616,0.003518997,0,0,4,0,0,3,0,2,0,2,0,0,2,27.80652809,13,0.053609721,225,27806528,0.057660233,21951392,20269058,687634,4941625,7592804.5,-761496.3125,1030021.438,0.661186576,22
Sejlflod,2004,21200,45,16,1.701946616,0,0,0,0,0,6445,506,Sejlflod,9401,0.021806192,2234,8499,0,-7125,33386,15323,7867,6588,18738,38179,4.061163902,85595,9.10488224,0,6348,0.675247312,351247,219717000,23.37166214,37.36272812,7104,0.755664289,-5696,-0.605893016,23.37166214,-0.605893016,3478,0.369960636,0.554463565,0,-112,0,-175,-56674,-56387,0,0,0.470588237,0.010261738,0,0,0,1,0,4,0,8,0,0,0,0,4,23.37166214,17,0.044676099,420,23371662,0.05382406,19003618,17547200,675247.3125,4061163.75,9104882,-605893,755664.3125,0.685565352,61
Silkeborg,2004,153447,198,131,2.406451464,1,10,9,2,3.67E-05,38319,2830,Silkeborg,54437,0.033010636,9298,22709,0,-9411,90216,13599,17899,36122,69982,207022,3.802964926,477882,8.778624535,0,31423,0.577236056,2109920,1393066000,25.59042549,38.75893402,42849,0.787130058,-42322,-0.777449191,25.59042549,-0.777449191,21358,0.392343432,0.59300518,0,-139,0,-70,-349099,-348890,0,0,0.380952388,0.01257548,0,0,2,1,0,8,0,8,0,2,0,0,0,25.59042549,21,0.032808568,1786,25590426,0.051986702,19431178,17941992,577236.0625,3802965,8778625,-777449.1875,787130.0625,0.703914642,329
Sindal,2004,22820,48,19,2.013992071,0,0,0,0,0,6353,556,Sindal,9434,0.026499894,45,3045,0,-271,12049,5090,1960,2180,10034,36263,3.843862534,87801,9.306868553,0,5828,0.617765546,355895,215501000,22.84301376,37.72472,12563,1.331672668,-2061,-0.21846512,22.84301376,-0.21846512,3875,0.410748363,0.530021191,0,-275,0,16,-57722,-57463,0,0,0.352941185,0.009352904,0,0,0,0,0,10,0,6,0,0,0,0,1,22.84301376,17,0.043989822,415,22843014,0.058935765,17291498,15966295,617765.5,3843862.5,9306869,-218465.125,1331672.625,0.673415303,67
Skagen,2004,20094,40,46,3.824727535,0,0,0,0,0,8568,590,Skagen,12027,0.022116903,600,2594,0,-651,32645,16232,7223,6647,21859,59686,4.962667465,103715,8.623514175,0,11980,0.996092141,486786,321424000,26.72520256,40.4744339,9288,0.772262394,-19307,-1.605304718,26.72520256,-1.605304718,5173,0.430115581,0.593215168,0,-358,0,-187,-81616,-81071,0,0,0.411764711,0.00910696,0,0,1,0,0,9,0,7,0,0,0,0,0,26.72520256,17,0.049970899,601,26725202,0.049056292,21334082,19699058,996092.125,4962667.5,8623514,-1605304.75,772262.4375,0.712397099,86
Skanderborg,2004,53286,87,65,2.964517117,0,1,1,0,0,15424,1091,Skanderborg,21926,0.034479614,0,12126,0,-1012,36593,4400,6104,14975,27125,72327,3.298686504,214829,9.79791069,0,12567,0.573155165,822186,517502000,23.60220718,37.49822235,18384,0.838456631,-13423,-0.612195551,23.60220718,-0.612195551,8699,0.396743596,0.563983858,0,32,0,0,-123322,-123354,0,0,0.315789461,0.010888299,0,0,1,1,0,10,0,6,0,1,0,0,0,23.60220718,19,0.025677279,563,23602208,0.049758278,18176958,16783894,573155.1875,3298686.5,9797911,-612195.5625,838456.625,0.703457057,152
Skibby,2004,16279,20,31,4.63794136,0,1,1,0,0,4837,371,Skibby,6684,0.022591263,0,11237,0,-618,41709,22206,8390,494,12444,37413,5.597396851,59993,8.975613594,0,3632,0.543387175,288781,183945000,27.52019691,43.20481873,9197,1.375972509,-5399,-0.807749867,27.52019691,-0.807749867,2588,0.387193292,0.578070402,0,0,0,0,-40313,-40313,0,0,0.384615391,0.008688947,0,0,1,0,0,5,0,5,0,1,0,0,1,27.52019691,13,0.023488929,157,27520198,0.055505686,24811192,22909686,543387.1875,5597397,8975613,-807749.875,1375972.5,0.723668456,51
Skive,2004,66105,49,90,3.205813169,0,2,2,0,0,19723,1279,Skive,28074,0.031523831,5805,11687,0,-7692,53338,11032,17859,14647,33207,115360,4.109139919,225814,8.043527603,0,25820,0.919712186,1070339,702322000,25.01681328,38.12563324,31332,1.116050482,-30309,-1.079611063,25.01681328,-1.079611063,10563,0.376255602,0.58468765,0,0,0,-27,-184283,-184256,0,0,0.428571433,0.013510213,0,0,3,2,0,5,0,9,1,1,0,0,0,25.01681328,21,0.02931538,823,25016812,0.045558169,18846548,17402168,919712.1875,4109140.25,8043528,-1079611,1116050.5,0.702536166,139
Skjern,2004,14397,61,20,1.533036947,0,11,11,0,0,8720,671,Skjern,13046,0.026521539,1841,27640,0,-23193,56679,42675,4065,3651,14969,48576,3.72344017,103834,7.959067822,0,5749,0.440671474,444389,272124000,20.85880661,34.06323624,14867,1.139582992,-761,-0.058332056,20.85880661,-0.058332056,5143,0.394220442,0.550445497,0,-351,0,-12,-62006,-61643,0,0,0.238095239,0.006314652,0,3,1,0,0,12,0,5,0,0,0,0,0,20.85880661,21,0.021155911,276,20858808,0.051433388,19404876,17917706,440671.4688,3723440.25,7959068,-58332.05469,1139583,0.668404102,81
