"","name","state","treated","y1986","y1994","y1983","y1990"
"875","KUMBERG","STYRIA",1,0.3043478,0.25,0.3752345,0.3116438
"876","KUNDL","TYROL",1,0.4038005,0.3516819,0.459893,0.4152665
"877","LAA/THAYA","LOWERAUSTRIA",0,0.4317963,0.3692308,0.4617909,0.4228557
"878","LAAB/WALDE","LOWERAUSTRIA",0,0.3056093,0.2324059,0.3789731,0.3409962
"879","LAAKIRCHEN","UPPERAUSTRIA",0,0.6009202,0.521658,0.6307967,0.6079836
"880","LABUCH","STYRIA",1,0.3885058,0.3232558,0.4835681,0.3724138
"881","LACKENBACH","BURGENLAND",0,0.5905172,0.5142429,0.5698166,0.5782414
"882","LADENDORF","LOWERAUSTRIA",0,0.3667444,0.2883534,0.3798041,0.3634166
"883","LADIS","TYROL",1,0.1365462,0.192,0.1790393,0.1333333
"884","LAENGENFELD","TYROL",1,0.1503958,0.1501285,0.1533141,0.1934647
"885","LAFNITZ","STYRIA",1,0.4733258,0.4869565,0.5046839,0.4950166
"886","LAMBACH","UPPERAUSTRIA",0,0.4513988,0.367639,0.5004771,0.4512135
"887","LAMBRECHTEN","UPPERAUSTRIA",0,0.1532663,0.119898,0.1961783,0.16133
"888","LAMPRECHTSHAUSEN","SALZBURG",0,0.2441493,0.2220836,0.2916939,0.271022
"889","LANDL","STYRIA",1,0.5194805,0.4861702,0.5615764,0.5462776
"890","LANDSTRASSE","VIENNA",0,0.4614972,0.345937,0.4918752,0.4574102
"891","LANG","STYRIA",1,0.3938931,0.3166421,0.449848,0.3919885
"892","LANGAU","LOWERAUSTRIA",0,0.3071896,0.2791519,0.37366,0.3434343
"893","LANGEGG/GRAZ","STYRIA",1,0.2290388,0.2326044,0.2815315,0.2647059
"894","LANGEN/BREGENZ","VORARLBERG",1,0.1314985,0.0860806,0.1049914,0.1461187
"895","LANGENEGG","VORARLBERG",1,0.0664063,0.0620843,0.0691824,0.1133455
"896","LANGENLOIS","LOWERAUSTRIA",0,0.3114266,0.2511571,0.3659199,0.3190943
"897","LANGENROHR","LOWERAUSTRIA",0,0.2107438,0.2146893,0.2306878,0.2416244
"898","LANGENSTEIN","UPPERAUSTRIA",0,0.6535714,0.5738046,0.6845984,0.6391678
"899","LANGENWANG","STYRIA",1,0.4788733,0.3883913,0.5370306,0.4590049
"900","LANGENZERSDORF","LOWERAUSTRIA",0,0.3637617,0.2762955,0.4004921,0.3588597
"901","LANGKAMPFEN","TYROL",1,0.4154007,0.2980198,0.4838179,0.3992879
"902","LANGSCHLAG","LOWERAUSTRIA",0,0.2465278,0.241533,0.2993744,0.2630185
"903","LANNACH","STYRIA",1,0.443175,0.357586,0.4974522,0.4262114
"904","LANS","TYROL",1,0.1738149,0.1296703,0.2067308,0.1605996
"905","LANZENDORF","LOWERAUSTRIA",0,0.6735823,0.494709,0.7378641,0.5964125
"906","LANZENKIRCHEN","LOWERAUSTRIA",0,0.5582573,0.4680639,0.584,0.5323633
"907","LASBERG","UPPERAUSTRIA",0,0.2481506,0.2294232,0.2918956,0.2566313
"908","LASSEE","LOWERAUSTRIA",0,0.4280851,0.3112875,0.4678363,0.4026403
"909","LASSING","STYRIA",1,0.3347566,0.2886248,0.3782837,0.3497577
"910","LASSNITZ/MURAU","STYRIA",1,0.2346521,0.1786217,0.2920863,0.2445055
"911","LASSNITZTHAL","STYRIA",1,0.4788733,0.3983871,0.5307167,0.4715447
"912","LAUSSA","UPPERAUSTRIA",0,0.3253012,0.247449,0.3713893,0.3011889
"913","LAUTERACH","VORARLBERG",1,0.2458972,0.2225201,0.2662824,0.2857511
"914","LAVAMUEND","CARINTHIA",1,0.5909472,0.53471,0.6697613,0.5953488
"915","LAXENBURG","LOWERAUSTRIA",0,0.335131,0.2548209,0.3563312,0.3262712
"916","LEBRING-ST.MARGARETHEN","STYRIA",1,0.503876,0.4590835,0.5512239,0.509434
"917","LECH","VORARLBERG",1,0.1003672,0.1030405,0.0891632,0.1438646
"918","LECHASCHAU","TYROL",1,0.3496432,0.2746171,0.3940043,0.378579
"919","LEIBEN","LOWERAUSTRIA",0,0.5243179,0.4783133,0.5516403,0.5279429
"920","LEITERSDORF/RAABTAL","STYRIA",1,0.3931889,0.3296089,0.3621262,0.3882353
"921","LEITHAPRODERSDORF","BURGENLAND",0,0.4104869,0.3470418,0.4261923,0.4150255
"922","LEITZERSDORF","LOWERAUSTRIA",0,0.2395023,0.179402,0.2721804,0.2122186
"923","LEMBACH/MUEHLKREIS","UPPERAUSTRIA",0,0.3321918,0.2539683,0.3561485,0.3170455
"924","LEND","SALZBURG",0,0.6477585,0.6656948,0.7135135,0.7032443
"925","LENDORF","CARINTHIA",1,0.4104265,0.3397498,0.4561934,0.3915094
"926","LENGAU","UPPERAUSTRIA",0,0.5023394,0.4386835,0.5525977,0.5162187
"927","LENGENFELD","LOWERAUSTRIA",0,0.2978177,0.2587065,0.3478836,0.3020566
"928","LENZIG","UPPERAUSTRIA",0,0.7170206,0.5878574,0.7425204,0.6812114
"929","LEOBENDORF","LOWERAUSTRIA",0,0.4083011,0.3181625,0.4289277,0.4091122
"930","LEOBERSDORF","LOWERAUSTRIA",0,0.6017536,0.4888889,0.6448839,0.5967038
"931","LEOGANG","SALZBURG",0,0.4694809,0.4255919,0.5113636,0.4750594
"932","LEONDING","UPPERAUSTRIA",0,0.4835595,0.3849032,0.5355334,0.4762846
"933","LEOPOLDSCHLAG","UPPERAUSTRIA",0,0.1888726,0.2081377,0.2193252,0.2466568
"934","LEOPOLDSDORF","LOWERAUSTRIA",0,0.603352,0.4264381,0.6715468,0.5783511
"935","LEOPOLDSDORF/MARCHFELDE","LOWERAUSTRIA",0,0.6276392,0.5084746,0.6704774,0.6001381
"936","LEOPOLDSTADT","VIENNA",0,0.540852,0.3893243,0.5836954,0.5118085
"937","LERMOOS","TYROL",1,0.1675774,0.1076605,0.1811594,0.2113971
"938","LESACHTAL","CARINTHIA",1,0.2363465,0.1952233,0.2044791,0.2289628
"939","LESSACH","SALZBURG",0,0.3188011,0.251497,0.2861111,0.359673
"940","LEUTASCH","TYROL",1,0.1031308,0.0999021,0.1324952,0.1221374
"941","LEUTSCHACH","STYRIA",1,0.3081761,0.3147059,0.3518519,0.3756614
"942","LICHTENAU/MUEHLKREIS","UPPERAUSTRIA",0,0.2026667,0.2084507,0.2583587,0.2493075
"943","LICHTENAU/WALDVIERTEL","LOWERAUSTRIA",0,0.2396142,0.2024922,0.2429838,0.234749
"944","LICHTENBERG","UPPERAUSTRIA",0,0.311054,0.2465753,0.370334,0.3131393
"945","LICHTENEGG","LOWERAUSTRIA",0,0.1089838,0.0545723,0.0742496,0.0986343
"946","LICHTENWOERTH","LOWERAUSTRIA",0,0.5917431,0.4891827,0.626797,0.571934
"947","LIEBENAU","UPPERAUSTRIA",0,0.2882306,0.272482,0.2925226,0.3019344
"948","LIEBENFELS","CARINTHIA",1,0.4368619,0.3430296,0.4979424,0.415277
"949","LIEBOCH","STYRIA",1,0.486783,0.3955322,0.5611472,0.4768089
"950","LIESING","VIENNA",0,0.5284503,0.3986859,0.576768,0.499143
"951","LIGIST","STYRIA",1,0.46851,0.3841525,0.5233051,0.4664679
"952","LIMBACH/NEUDAU","STYRIA",1,0.1832461,0.1116505,0.2258064,0.2079208
"953","LIMBERG/WIES","STYRIA",1,0.7037037,0.5550458,0.7571885,0.6661515
"954","LINGENAU","VORARLBERG",1,0.0885201,0.0747968,0.1163102,0.105615
"955","LINZ (LAND)","UPPERAUSTRIA",0,0.5083749,0.4179277,0.5654205,0.5063087
"956","LINZ (STADT)","UPPERAUSTRIA",0,0.5083749,0.4281793,0.5814998,0.5179325
"957","LITSCHAU","LOWERAUSTRIA",0,0.4653725,0.4017341,0.4848485,0.4369248
"958","LITZELSDORF","BURGENLAND",0,0.5080645,0.439946,0.5073041,0.538787
"959","LOCHAU","VORARLBERG",1,0.2648943,0.2133333,0.2803181,0.3004617
"960","LOCHEN","UPPERAUSTRIA",0,0.2021563,0.193825,0.267345,0.228231
"961","LOCKENHAUS","BURGENLAND",0,0.4265683,0.3687783,0.4587892,0.4204293
"962","LOEDERSDORF","STYRIA",1,0.2898876,0.2185273,0.3489461,0.2900232
"963","LOFER","SALZBURG",0,0.244382,0.2267168,0.2896552,0.2983479
"964","LOHNSBURG/KOBERNAUSSERW.","UPPERAUSTRIA",0,0.2427481,0.1870824,0.3188854,0.2474601
"965","LOICH","LOWERAUSTRIA",0,0.372549,0.3333333,0.3864734,0.3429257
"966","LOIPERSBACH/BURGENLAND","BURGENLAND",0,0.6631989,0.5786083,0.7087126,0.6666667
"967","LOIPERSDORF-KITZLADEN","BURGENLAND",0,0.5395973,0.5335085,0.5399449,0.5703022
"968","LOOSDORF","LOWERAUSTRIA",0,0.5603997,0.4845071,0.5877934,0.5771506
"969","LORUENS","VORARLBERG",1,0.233871,0.1538462,0.2429907,0.3282443
"970","LOSENSTEIN","UPPERAUSTRIA",0,0.4259102,0.3644524,0.4820819,0.4371097
"971","LUDERSDORF-WILFERSDORF","STYRIA",1,0.4128788,0.3369458,0.4681256,0.4041096
"972","LUDESCH","VORARLBERG",1,0.2522671,0.197356,0.2754591,0.259434
"973","LUDMANNSDORF","CARINTHIA",1,0.4782609,0.4276316,0.4721116,0.4914611
"974","LUDWEIS-AIGEN","LOWERAUSTRIA",0,0.244186,0.210452,0.2668329,0.2453083
"975","LUFTENBERG/DONAU","UPPERAUSTRIA",0,0.6050217,0.4940504,0.6561224,0.6063029
"976","LUNZ/SEE","LOWERAUSTRIA",0,0.4666172,0.4080547,0.4866233,0.4795322
"977","LURNFELD","CARINTHIA",1,0.4695617,0.3548796,0.5275891,0.4402744
"978","LUSTENAU","VORARLBERG",1,0.1901466,0.1476086,0.1898471,0.2102828
"979","LUTZMANNSBURG","BURGENLAND",0,0.3810888,0.3415033,0.4163209,0.3889789
"980","MAEDER","VORARLBERG",1,0.3246849,0.2342039,0.3410596,0.3415469
"981","MAGDALENSBERG","CARINTHIA",1,0.445741,0.3699885,0.4984558,0.4246813
"982","MAIERDORF","STYRIA",1,0.1454545,0.1,0.1730769,0.1540404
"983","MAILBERG","LOWERAUSTRIA",0,0.412178,0.3710526,0.4575163,0.4463007
"984","MAISHOFEN","SALZBURG",0,0.4043716,0.3501344,0.4392387,0.3474115
"985","MAISSAU","LOWERAUSTRIA",0,0.3243243,0.2929883,0.358871,0.3279743
"986","MALLNITZ","CARINTHIA",1,0.4963181,0.4466019,0.5277778,0.5142857
"987","MALTA","CARINTHIA",1,0.5522388,0.4595041,0.6012007,0.5524691
"988","MANK","LOWERAUSTRIA",0,0.2199413,0.1954887,0.2446682,0.2320048
"989","MANNERSDORF/LEITHAGEBIRGE","LOWERAUSTRIA",0,0.722973,0.6089965,0.7527174,0.7030928
"990","MANNERSDORF/RABNITZ","BURGENLAND",0,0.4989744,0.4989712,0.5165663,0.5205992
"991","MANNING","UPPERAUSTRIA",0,0.3155555,0.2763713,0.327907,0.2921109
"992","MANNSDORF/DONAU","LOWERAUSTRIA",0,0.3404255,0.2711864,0.3417721,0.3723849
"993","MARBACH/DONAU","LOWERAUSTRIA",0,0.507109,0.466731,0.540275,0.5049801
"994","MARCHEGG","LOWERAUSTRIA",0,0.6300836,0.5099577,0.6524123,0.6012622
"995","MARCHTRENK","UPPERAUSTRIA",0,0.5782686,0.4675408,0.6246719,0.5773616
"996","MARGARETEN","VIENNA",0,0.5058505,0.3572238,0.5528329,0.4891835
"997","MARIA ALM/STEINERNEN MEER","SALZBURG",0,0.2724771,0.2566038,0.3288935,0.2884432
"998","MARIA BUCH-FEISTRITZ","STYRIA",1,0.3807018,0.3194208,0.4306084,0.3538718
"999","MARIA ENZERSDORF/GEBIRGE","LOWERAUSTRIA",0,0.211447,0.1633634,0.2370118,0.2156981
"1000","MARIA LAACH/JAUERLING","LOWERAUSTRIA",0,0.2295082,0.1752066,0.2060301,0.2283333
"1001","MARIA LANKOWITZ","STYRIA",1,0.6365218,0.5690073,0.697269,0.6221575
"1002","MARIA NEUSTIFT","UPPERAUSTRIA",0,0.177268,0.1817259,0.1860215,0.2028688
"1003","MARIA RAIN","CARINTHIA",1,0.3339844,0.2735849,0.4030198,0.3230922
"1004","MARIA SAAL","CARINTHIA",1,0.4040724,0.3188073,0.449926,0.3705674
"1005","MARIA SCHMOLLN","UPPERAUSTRIA",0,0.2325286,0.2273902,0.2804718,0.235443
"1006","MARIA TAFERL","LOWERAUSTRIA",0,0.430303,0.4271654,0.4629259,0.4431138
"1007","MARIA WOERTH","CARINTHIA",1,0.2813371,0.2679939,0.3333333,0.3046544
"1008","MARIA-ANZBACH","LOWERAUSTRIA",0,0.3085831,0.2223757,0.3514116,0.3009776
"1009","MARIA-LANZENDORF","LOWERAUSTRIA",0,0.5334101,0.4132762,0.6058302,0.5196409
"1010","MARIAHILF","VIENNA",0,0.3781046,0.2751172,0.4139213,0.3725638
"1011","MARIAHOF","STYRIA",1,0.4228972,0.3732877,0.4313501,0.4209329
"1012","MARIAPFARR","SALZBURG",0,0.2919937,0.3132832,0.3176955,0.3357605
"1013","MARIASDORF","BURGENLAND",0,0.5795053,0.5390899,0.5815523,0.5673421
"1014","MARIASTEIN","TYROL",1,0.2037037,0.2173913,0.2330097,0.1864407
"1015","MARIAZELL","STYRIA",1,0.3118774,0.2603093,0.349345,0.2929134
"1016","MARKERSDORF-HAINDORF","LOWERAUSTRIA",0,0.3417969,0.2917903,0.3955513,0.3542289
"1017","MARKGRAFNEUSIEDL","LOWERAUSTRIA",0,0.556962,0.3813953,0.5530974,0.4935065
"1018","MARKT ALLHAU","BURGENLAND",0,0.4477477,0.3854545,0.4769503,0.4594595
"1019","MARKT HARTMANNSDORF","STYRIA",1,0.2229688,0.1770708,0.2561359,0.2003621
"1020","MARKT NEUHODIS","BURGENLAND",0,0.6233522,0.56,0.6308244,0.6167315
"1021","MARKT PIESTING","LOWERAUSTRIA",0,0.3887021,0.325381,0.4148936,0.3817944
"1022","MARKT ST.FLORIAN","UPPERAUSTRIA",0,0.3962939,0.3478792,0.4593407,0.4130711
"1023","MARKT ST.MARTIN","BURGENLAND",0,0.5060827,0.4261501,0.552901,0.5111111
"1024","MARTINSBERG","LOWERAUSTRIA",0,0.3718412,0.2820839,0.3978365,0.3798257
"1025","MARZ","BURGENLAND",0,0.5346535,0.4756672,0.5541891,0.5272297
"1026","MATREI/BRENNER","TYROL",1,0.3870968,0.361874,0.4477612,0.4201278
"1027","MATTIGHOFEN","UPPERAUSTRIA",0,0.5211115,0.4339915,0.5790421,0.5154639
"1028","MATTSEE","SALZBURG",0,0.1946108,0.1719324,0.2036474,0.2335653
"1029","MATZEN-RAGGENDORF","LOWERAUSTRIA",0,0.4368165,0.3633461,0.4454601,0.4392523
"1030","MATZENDORF-HOELLES","LOWERAUSTRIA",0,0.443196,0.3099897,0.4491525,0.4087678
"1031","MAUERBACH","LOWERAUSTRIA",0,0.3380717,0.2333333,0.4253945,0.3149236
"1032","MAUERKIRCHEN","UPPERAUSTRIA",0,0.4621785,0.3387889,0.5044776,0.4353687
"1033","MAUTERN/DONAU","LOWERAUSTRIA",0,0.359367,0.3045685,0.4140062,0.3588867
"1034","MAUTERN/STEIERMARK","STYRIA",1,0.4329307,0.3756793,0.4827806,0.4179008
"1035","MAUTERNDORF","SALZBURG",0,0.3095975,0.2747475,0.3524004,0.3038105
"1036","MAUTHAUSEN","UPPERAUSTRIA",0,0.6042781,0.5205224,0.6340151,0.5986471
"1037","MAYRHOF","UPPERAUSTRIA",0,0.0567376,0.0728477,0.0666667,0.0884354
"1038","MAYRHOFEN","TYROL",1,0.2548303,0.1875361,0.3190928,0.2614173
"1039","MEGGENHOFEN","UPPERAUSTRIA",0,0.2217848,0.1590595,0.2538142,0.2185864
"1040","MEHRNBACH","UPPERAUSTRIA",0,0.3019018,0.2329076,0.3580542,0.3179369
"1041","MEIDLING","VIENNA",0,0.568952,0.4121234,0.6134261,0.5486527
"1042","MEININGEN","VORARLBERG",1,0.2667494,0.2652005,0.2790368,0.3109049
"1043","MEISELDORF","LOWERAUSTRIA",0,0.3288288,0.3050571,0.3500785,0.3629284
"1044","MELLACH","STYRIA",1,0.464351,0.4247492,0.5307692,0.5336788
"1045","MELLAU","VORARLBERG",1,0.073955,0.0684105,0.0730897,0.1220238
"1046","MERKENDORF","STYRIA",1,0.3604488,0.3199426,0.3994334,0.3859155
"1047","METNITZ","CARINTHIA",1,0.3354143,0.2810018,0.3981265,0.3234266
"1048","METTERSDORF/SASSBACH","STYRIA",1,0.2598253,0.2511521,0.2607683,0.2714592
"1049","METTMACH","UPPERAUSTRIA",0,0.2991509,0.246063,0.3271277,0.3138542
"1050","MICHAELERBERG","STYRIA",1,0.4430769,0.3567073,0.4709302,0.4333333
"1051","MICHAELNBACH","UPPERAUSTRIA",0,0.1115646,0.1331445,0.1898907,0.1839557
"1052","MICHELBACH","LOWERAUSTRIA",0,0.1261905,0.1255061,0.1753554,0.1726316
"1053","MICHELDORF/OBEROESTER.","UPPERAUSTRIA",0,0.5344021,0.4402887,0.5759946,0.5309524
"1054","MICHELHAUSEN","LOWERAUSTRIA",0,0.2837274,0.2342282,0.3119718,0.2724161
"1055","MIEDERS","TYROL",1,0.2065868,0.2167939,0.2153589,0.257764
"1056","MIESENBACH","LOWERAUSTRIA",0,0.2665289,0.2511962,0.2951168,0.2879121
"1057","MIESENBACH/BIRKFELD","STYRIA",1,0.3380282,0.2874743,0.3623188,0.3390929
"1058","MILLSTADT","CARINTHIA",1,0.3433283,0.2808081,0.4060031,0.3046875
"1059","MILS","TYROL",1,0.2166667,0.1854991,0.286826,0.235012
"1060","MILS/IMST","TYROL",1,0.2587719,0.2007874,0.254717,0.2701613
"1061","MINIHOF-LIEBAU","BURGENLAND",0,0.4554054,0.4715026,0.4763193,0.5215577
"1062","MINING","UPPERAUSTRIA",0,0.3090062,0.2908805,0.3503876,0.3136646
"1063","MISCHENDORF","BURGENLAND",0,0.4762646,0.4687988,0.4879565,0.5007752
"1064","MITTELBERG","VORARLBERG",1,0.1155724,0.2317676,0.1533853,0.1321782
"1065","MITTERBACH/ERLAUFSEE","LOWERAUSTRIA",0,0.3163017,0.2663317,0.3447489,0.2956731
"1066","MITTERBERG","STYRIA",1,0.3017241,0.2466887,0.3688073,0.3087479
"1067","MITTERDORF/MUERZTAL","STYRIA",1,0.5980656,0.5140924,0.6235425,0.5743645
"1068","MITTERDORF/RAAB","STYRIA",1,0.4022688,0.3028765,0.4495837,0.3561873
"1069","MITTERKIRCHEN/MACHLAND","UPPERAUSTRIA",0,0.3304598,0.3189897,0.3593287,0.3718929
"1070","MITTERLABILL","STYRIA",1,0.1358885,0.1258503,0.1614035,0.1551155
"1071","MITTERNDORF/FISCHA","LOWERAUSTRIA",0,0.6795491,0.5482912,0.7055838,0.6777778
"1072","MITTERSILL","SALZBURG",0,0.3960073,0.3472325,0.438914,0.3900106
"1073","MOEGGERS","VORARLBERG",1,0.0830189,0.0717703,0.0763359,0.1174377
"1074","MOELBLING","CARINTHIA",1,0.4209906,0.3673469,0.4341944,0.4159613
"1075","MOENCHHOF","BURGENLAND",0,0.4080422,0.3739193,0.4279864,0.4298056
"1076","MOENICHWALD","STYRIA",1,0.2213247,0.1560062,0.2437396,0.2251553
"1077","MOERBISCH/SEE","BURGENLAND",0,0.4740883,0.480563,0.5522959,0.5087957
"1078","MOERSCHWANG","UPPERAUSTRIA",0,0.0825243,0.0659341,0.0631068,0.0652174
"1079","MOETZ","TYROL",1,0.313933,0.2076503,0.4041451,0.3448276
"1080","MOGERSDORF","BURGENLAND",0,0.5244499,0.5404364,0.5870588,0.6145455
"1081","MOLLN","UPPERAUSTRIA",0,0.4672856,0.3931545,0.5376197,0.4898144
"1082","MONDSEE","UPPERAUSTRIA",0,0.3102474,0.2413295,0.3597476,0.3066667
"1083","MOOSBACH","UPPERAUSTRIA",0,0.1926978,0.1727862,0.2515856,0.221519
"1084","MOOSBRUNN","LOWERAUSTRIA",0,0.4868571,0.3920266,0.5076923,0.4537915
"1085","MOOSBURG","CARINTHIA",1,0.4346567,0.373928,0.5129722,0.4405053
"1086","MOOSDORF","UPPERAUSTRIA",0,0.4507846,0.4528833,0.5043604,0.4821429
"1087","MOOSKIRCHEN","STYRIA",1,0.3312102,0.2894295,0.3907104,0.3088109
"1088","MORTANTSCH","STYRIA",1,0.4346712,0.3339012,0.497307,0.3927057
"1089","MUEHLBACH/HOCHKOENIG","SALZBURG",0,0.606,0.5316062,0.6570863,0.6085151
"1090","MUEHLBACHL","TYROL",1,0.3121693,0.3328748,0.3760331,0.3530928
"1091","MUEHLDORF","LOWERAUSTRIA",0,0.3737166,0.3526201,0.409514,0.3989529
"1092","MUEHLDORF/FELDBACH","STYRIA",1,0.377095,0.3199554,0.4307334,0.3836066
"1093","MUEHLEN","STYRIA",1,0.4096386,0.3847352,0.4355828,0.4189602
"1094","MUEHLHEIM/INN","UPPERAUSTRIA",0,0.3451537,0.3114355,0.4123223,0.365
"1095","MUELLENDORF","BURGENLAND",0,0.489335,0.4371108,0.5192308,0.5214564
"1096","MUENCHENDORF","LOWERAUSTRIA",0,0.5250918,0.3879473,0.577027,0.4929271
"1097","MUENICHREITH-LAIMBACH","LOWERAUSTRIA",0,0.3877349,0.3398964,0.3937876,0.4338677
"1098","MUENSTER","TYROL",1,0.3989321,0.3445078,0.4350283,0.4235294
"1099","MUENZBACH","UPPERAUSTRIA",0,0.1991744,0.1746539,0.2527233,0.2120219
"1100","MUENZKIRCHEN","UPPERAUSTRIA",0,0.2108843,0.1881254,0.2377622,0.2562712
"1101","MUERZHOFEN","STYRIA",1,0.6094571,0.5425361,0.6389961,0.5930435
"1102","MUERZSTEG","STYRIA",1,0.6958424,0.5969388,0.76,0.6784037
"1103","MUGGENDORF","LOWERAUSTRIA",0,0.374502,0.3122677,0.3643411,0.3862816
"1104","MUHR","SALZBURG",0,0.3907767,0.3667546,0.4703088,0.4661458
"1105","MUNDERFING","UPPERAUSTRIA",0,0.4190672,0.3480084,0.4442925,0.4028777
"1106","MURECK","STYRIA",1,0.3156997,0.3120773,0.3956954,0.3262032
"1107","MURFELD","STYRIA",1,0.3608074,0.3261058,0.3835034,0.3835275
"1108","MUSAU","TYROL",1,0.1714286,0.178344,0.1457286,0.2295082
"1109","MUTTERS","TYROL",1,0.1695402,0.1519337,0.2313803,0.1956522
"1110","NAARN/MACHLANDE","UPPERAUSTRIA",0,0.4209171,0.3467909,0.4325354,0.4213772
"1111","NAAS","STYRIA",1,0.3481481,0.2778443,0.4464516,0.297066
"1112","NAINTSCH","STYRIA",1,0.2842536,0.2710084,0.3004202,0.2919255
"1113","NAPPERSDORF-KAMMERSDORF","LOWERAUSTRIA",0,0.1993243,0.1995163,0.2127907,0.2430134
"1114","NASSEREITH","TYROL",1,0.2911715,0.228436,0.3705882,0.2945946
"1115","NATSCHBACH-LOIPERSBACH","LOWERAUSTRIA",0,0.3376963,0.2898876,0.316265,0.3375157
"1116","NATTERNBACH","UPPERAUSTRIA",0,0.3591496,0.3032028,0.3750944,0.3985737
"1117","NAUDERS","TYROL",1,0.2341463,0.1944444,0.2798054,0.2396594
"1118","NAVIS","TYROL",1,0.1953676,0.189372,0.2240618,0.2258979
"1119","NEBELBERG","UPPERAUSTRIA",0,0.1432225,0.1644562,0.1451613,0.1786667
"1120","NECKENMARKT","BURGENLAND",0,0.4641385,0.4254098,0.4733333,0.4598177
"1121","NEIDLING","LOWERAUSTRIA",0,0.3797468,0.3004808,0.4232877,0.3639706
"1122","NENZING","VORARLBERG",1,0.2338569,0.2010955,0.2615494,0.2813128
"1123","NESSELWAENGLE","TYROL",1,0.09375,0.0995475,0.1086142,0.0617761
"1124","NESTELBACH/GRAZ","STYRIA",1,0.3083475,0.2807571,0.3123878,0.3303168
"1125","NESTELBACH/ILZTAL","STYRIA",1,0.202381,0.1741655,0.2519685,0.21875
"1126","NEUBAU","VIENNA",0,0.3775145,0.2701676,0.4088214,0.3720599
"1127","NEUBERG/BURGENLAND","BURGENLAND",0,0.4824798,0.4488636,0.5027397,0.5013967
"1128","NEUBERG/MUERZ","STYRIA",1,0.6434996,0.5378928,0.6619048,0.6137521
"1129","NEUDAU","STYRIA",1,0.6090794,0.5092838,0.6432964,0.6030928
"1130","NEUDOERFL","BURGENLAND",0,0.6296646,0.5308411,0.6666667,0.611334
"1131","NEUDORF/PASSAIL","STYRIA",1,0.2808989,0.2055556,0.2886297,0.2890625
"1132","NEUDORF/STAATZ","LOWERAUSTRIA",0,0.3748622,0.2898551,0.3573844,0.3831554
"1133","NEUFELD/LEITHA","BURGENLAND",0,0.7071888,0.6046243,0.7339506,0.697783
"1134","NEUFELDEN","UPPERAUSTRIA",0,0.2578796,0.2259475,0.326301,0.2820144
"1135","NEUHAUS","CARINTHIA",1,0.4709596,0.420839,0.5209743,0.5090439
"1136","NEUHAUS/KLAUSENBACH","BURGENLAND",0,0.4284294,0.3890063,0.453294,0.4646997
"1137","NEUHOFEN/INNKREIS","UPPERAUSTRIA",0,0.3346574,0.2808889,0.3747433,0.3486778
"1138","NEUHOFEN/KREMS","UPPERAUSTRIA",0,0.4206378,0.3449965,0.496063,0.4398977
"1139","NEUHOFEN/YBBS","LOWERAUSTRIA",0,0.1467505,0.1481732,0.1618837,0.1598361
"1140","NEUKIRCHEN/ENKNACH","UPPERAUSTRIA",0,0.3355317,0.2655602,0.3557214,0.3190596
"1141","NEUKIRCHEN/GROSSVENEDIGER","SALZBURG",0,0.4587892,0.391863,0.4784226,0.44387
"1142","NEUKIRCHEN/LAMBACH","UPPERAUSTRIA",0,0.2372881,0.1876209,0.3220339,0.2435644
"1143","NEUKIRCHEN/VOECKLA","UPPERAUSTRIA",0,0.3690141,0.3107143,0.3859649,0.373673
"1144","NEUKIRCHEN/WALDE","UPPERAUSTRIA",0,0.2460938,0.1878788,0.262089,0.2620266
"1145","NEULENGBACH","LOWERAUSTRIA",0,0.3739751,0.2790309,0.4222462,0.355489
"1146","NEUMARKT/HAUSRUCKKREIS","UPPERAUSTRIA",0,0.4392419,0.3765363,0.510142,0.4526796
"1147","NEUMARKT/MUEHLKREIS","UPPERAUSTRIA",0,0.3095381,0.2781379,0.3337547,0.3318777
"1148","NEUMARKT/STEIERMARK","STYRIA",1,0.4241461,0.3523573,0.4726531,0.4169162
"1149","NEUMARKT/WALLERSEE","SALZBURG",0,0.3409581,0.279283,0.3808906,0.3658537
"1150","NEUMARKT/YBBS","LOWERAUSTRIA",0,0.5004517,0.4074074,0.5401786,0.4882629
"1151","NEUSIEDL/ZAYA","LOWERAUSTRIA",0,0.3747228,0.2952381,0.3664459,0.3563218
"1152","NEUSTADTL/DONAU","LOWERAUSTRIA",0,0.2124728,0.195539,0.2449456,0.2537202
"1153","NEUSTIFT-INNERMANZING","LOWERAUSTRIA",0,0.3703704,0.2669826,0.4433781,0.3793677
"1154","NEUSTIFT/GUESSING","BURGENLAND",0,0.5305378,0.5284872,0.5542601,0.5662879
"1155","NEUSTIFT/MUEHLKREIS","UPPERAUSTRIA",0,0.2188264,0.2393682,0.2202753,0.1535756
"1156","NEUSTIFT/STUBAITAL","TYROL",1,0.150889,0.1375959,0.1791286,0.1717172
"1157","NEUTAL","BURGENLAND",0,0.7473958,0.6705427,0.7636595,0.7460938
"1158","NICKELSDORF","BURGENLAND",0,0.5255282,0.4663551,0.5652542,0.5332734
"1159","NIEDERHOLLABRUNN","LOWERAUSTRIA",0,0.2149877,0.1939759,0.2376471,0.2042341
"1160","NIEDERKAPPEL","UPPERAUSTRIA",0,0.2056075,0.1731392,0.2265023,0.2555012
"1161","NIEDERLEIS","LOWERAUSTRIA",0,0.3589744,0.390873,0.3712446,0.447205
