"","name","state","treated","y1986","y1994","y1983","y1990"
"1","ABSAM","TYROL",1,0.347607,0.2723125,0.4072663,0.3545076
"2","ABSDORF","LOWERAUSTRIA",0,0.5165775,0.4480874,0.528616,0.5391949
"3","ABTENAU","SALZBURG",0,0.3692653,0.3522727,0.4100391,0.3888889
"4","ACHAU","LOWERAUSTRIA",0,0.5883362,0.4408451,0.6205212,0.5789474
"5","ACHENKIRCH","TYROL",1,0.2428571,0.2398058,0.3193202,0.268501
"6","ADERKLAA","LOWERAUSTRIA",0,0.0672269,0.030303,0.075,0.0578512
"7","ADLWANG","UPPERAUSTRIA",0,0.2369427,0.1689977,0.2777053,0.2575058
"8","ADMONT","STYRIA",1,0.5115325,0.4201586,0.5579268,0.5061728
"9","ADNET","SALZBURG",0,0.3705674,0.2924791,0.4191951,0.380748
"10","AFIESL","UPPERAUSTRIA",0,0.3176471,0.2614108,0.3415638,0.3884615
"11","AFLENZ LAND","STYRIA",1,0.4919065,0.3870387,0.5473485,0.4568889
"12","AGGSBACH","LOWERAUSTRIA",0,0.5683761,0.4576659,0.5576132,0.55
"13","AHORN","UPPERAUSTRIA",0,0.2418301,0.1962617,0.2363014,0.2664671
"14","AIBL","STYRIA",1,0.3662109,0.3124378,0.4414946,0.3590476
"15","AICH","STYRIA",1,0.2822967,0.2182628,0.3208431,0.2893519
"16","AICHKIRCHEN","UPPERAUSTRIA",0,0.1423611,0.1456954,0.1627119,0.1517241
"17","AIGEN/ENNSTAL","STYRIA",1,0.442602,0.3322497,0.5116434,0.4152271
"18","AIGEN/MUEHLKREIS","UPPERAUSTRIA",0,0.3107296,0.2960526,0.3506045,0.3279279
"19","AISTERSHEIM","UPPERAUSTRIA",0,0.3269231,0.2346939,0.3309524,0.3224181
"20","ALBECK","CARINTHIA",1,0.3806276,0.2789634,0.4026163,0.3381295
"21","ALBERNDORF/PULKAUTAL","LOWERAUSTRIA",0,0.3762136,0.3357488,0.4554456,0.423445
"22","ALBERNDORF/RIEDMARK","UPPERAUSTRIA",0,0.2978022,0.2722748,0.3293627,0.3055118
"23","ALBERSCHWENDE","VORARLBERG",1,0.0943276,0.081363,0.1005326,0.1233886
"24","ALBERSDORF-PREBUCH","STYRIA",1,0.3085774,0.2448133,0.3640212,0.3008048
"25","ALBRECHTSBERG/GR.KREMS","LOWERAUSTRIA",0,0.3510101,0.2961433,0.3963731,0.3595041
"26","ALDRANS","TYROL",1,0.1993671,0.1431557,0.2370787,0.1924975
"27","ALKOVEN","UPPERAUSTRIA",0,0.5430418,0.4449223,0.593962,0.5357143
"28","ALLAND","LOWERAUSTRIA",0,0.4168656,0.3288217,0.4632637,0.4096199
"29","ALLENTSTEIG","LOWERAUSTRIA",0,0.3261877,0.2758621,0.3560948,0.3298137
"30","ALLERHEILIGEN/MUEHLKREIS","UPPERAUSTRIA",0,0.3941177,0.3478261,0.4130435,0.387292
"31","ALLERHEILIGEN/MUERZTAL","STYRIA",1,0.5453184,0.455467,0.5438461,0.5446361
"32","ALLERHEILIGEN/WILDON","STYRIA",1,0.2179803,0.2065344,0.2487624,0.2456576
"33","ALLHAMING","UPPERAUSTRIA",0,0.3058568,0.2900188,0.304038,0.3307241
"34","ALLHARTSBERG","LOWERAUSTRIA",0,0.2309179,0.2296564,0.2552343,0.2637979
"35","ALPBACH","TYROL",1,0.0634417,0.0862832,0.0799347,0.1302652
"36","ALSERGRUND","VIENNA",0,0.4092937,0.2858247,0.4430855,0.3969083
"37","ALTACH","VORARLBERG",1,0.2448576,0.1849785,0.2335004,0.2680451
"38","ALTAUSSEE","STYRIA",1,0.5646481,0.499554,0.6072555,0.5833333
"39","ALTENBERG/LINZ","UPPERAUSTRIA",0,0.2383749,0.2123227,0.2678971,0.2546763
"40","ALTENBERG/RAX","STYRIA",1,0.4344262,0.3852814,0.5042373,0.4713656
"41","ALTENBURG","LOWERAUSTRIA",0,0.2740899,0.2147368,0.286036,0.2881002
"42","ALTENDORF","LOWERAUSTRIA",0,0.2342857,0.2052632,0.2576687,0.1988636
"43","ALTENFELDEN","UPPERAUSTRIA",0,0.3140365,0.2585404,0.3314607,0.3375594
"44","ALTENMARKT/FUERSTENFELD","STYRIA",1,0.2166018,0.2223667,0.2642045,0.231979
"45","ALTENMARKT/PONGAU","SALZBURG",0,0.2669571,0.2279976,0.3016644,0.28
"46","ALTENMARKT/ST.GALLEN","STYRIA",1,0.6231231,0.5700637,0.6579754,0.6137725
"47","ALTENMARKT/TRIESTING","LOWERAUSTRIA",0,0.3797357,0.3091922,0.4234079,0.3502263
"48","ALTHEIM","UPPERAUSTRIA",0,0.4335898,0.3448521,0.4825291,0.4569117
"49","ALTHOFEN","CARINTHIA",1,0.5340625,0.4648318,0.595435,0.5166774
"50","ALTLENGBACH","LOWERAUSTRIA",0,0.4175334,0.3358569,0.4435675,0.4434483
"51","ALTLICHTENWARTH","LOWERAUSTRIA",0,0.285,0.3015564,0.3344156,0.30373
"52","ALTMELON","LOWERAUSTRIA",0,0.2419929,0.2038835,0.3122807,0.2872727
"53","ALTMUENSTER","UPPERAUSTRIA",0,0.3991039,0.35625,0.4487295,0.4067919
"54","ALTSCHWENDT","UPPERAUSTRIA",0,0.1788413,0.1312649,0.2331606,0.2390244
"55","AMALIENDORF-AALFANG","LOWERAUSTRIA",0,0.6981818,0.6188679,0.7450981,0.6670702
"56","AMERING","STYRIA",1,0.2579186,0.2299703,0.2912,0.2890855
"57","AMPASS","TYROL",1,0.163233,0.1413043,0.2450331,0.1813726
"58","AMPFLWANG/HAUSRUCKWALD","UPPERAUSTRIA",0,0.6652293,0.5478562,0.7176105,0.6454545
"59","ANDAU","BURGENLAND",0,0.6275325,0.5515575,0.6663239,0.5987428
"60","ANDELSBUCH","VORARLBERG",1,0.0821693,0.0845624,0.0860806,0.1235195
"61","ANDLERSDORF","LOWERAUSTRIA",0,0.2987013,0.12,0.2839506,0.2875
"62","ANDORF","UPPERAUSTRIA",0,0.3666055,0.3055454,0.4075931,0.3877251
"63","ANDRICHSFURT","UPPERAUSTRIA",0,0.1682464,0.1326781,0.1759036,0.1575179
"64","ANGATH","TYROL",1,0.4367816,0.2546296,0.496124,0.3621495
"65","ANGER","STYRIA",1,0.4378284,0.358714,0.4502814,0.3630252
"66","ANGERBERG","TYROL",1,0.2782956,0.2077295,0.3380084,0.270073
"67","ANGERN/MARCH","LOWERAUSTRIA",0,0.590932,0.5018013,0.6026852,0.5812562
"68","ANIF","SALZBURG",0,0.2910077,0.2547081,0.3522156,0.3374752
"69","ANNABERG","LOWERAUSTRIA",0,0.3181818,0.3274854,0.3478261,0.3609672
"70","ANNABERG-LUNGOETZ","SALZBURG",0,0.3817904,0.3563312,0.3872,0.3946154
"71","ANSFELDEN","UPPERAUSTRIA",0,0.6017284,0.4841679,0.66788,0.5879932
"72","ANTHERING","SALZBURG",0,0.1985536,0.1762402,0.2346101,0.2265306
"73","ANTIESENHOFEN","UPPERAUSTRIA",0,0.3725806,0.3241935,0.3911565,0.372093
"74","APETLON","BURGENLAND",0,0.4209749,0.4018335,0.4405646,0.450637
"75","APFELBERG","STYRIA",1,0.5873452,0.5523416,0.6482558,0.6298883
"76","ARBESBACH","LOWERAUSTRIA",0,0.1320038,0.1383886,0.1515768,0.170709
"77","ARBING","UPPERAUSTRIA",0,0.3354673,0.3067729,0.3382353,0.3277635
"78","ARDAGGER","LOWERAUSTRIA",0,0.1937367,0.1792453,0.2054348,0.2129436
"79","ARDNING","STYRIA",1,0.4729194,0.391195,0.5389972,0.4799499
"80","ARNFELS","STYRIA",1,0.3142076,0.303989,0.3650568,0.3444909
"81","ARNOLDSTEIN","CARINTHIA",1,0.5699911,0.4826818,0.6413274,0.5656706
"82","ARNREIT","UPPERAUSTRIA",0,0.1633282,0.1428571,0.1821086,0.177706
"83","ARRIACH","CARINTHIA",1,0.35,0.4057673,0.4215909,0.3719447
"84","ARTSTETTEN-POEBRING","LOWERAUSTRIA",0,0.2467192,0.2259887,0.2796143,0.2632293
"85","ARZL/PITZTAL","TYROL",1,0.275764,0.2790869,0.3340724,0.3100775
"86","ASCHACH/DONAU","UPPERAUSTRIA",0,0.5378627,0.4418938,0.5502459,0.4844444
"87","ASCHACH/STEYR","UPPERAUSTRIA",0,0.3026927,0.2434489,0.3290258,0.2696629
"88","ASCHAU/ZILLERTAL","TYROL",1,0.1914601,0.1780415,0.2583942,0.2249323
"89","ASCHBACH-MARKT","LOWERAUSTRIA",0,0.2371186,0.2003978,0.252588,0.2530675
"90","ASPACH","UPPERAUSTRIA",0,0.2581818,0.2264728,0.2691751,0.254298
"91","ASPANG-MARKT","LOWERAUSTRIA",0,0.4093445,0.368214,0.4339237,0.4340176
"92","ASPANGBERG/ST.PETER","LOWERAUSTRIA",0,0.3297463,0.2728707,0.3570887,0.3415385
"93","ASPARN/ZAYA","LOWERAUSTRIA",0,0.3957597,0.3130671,0.3909172,0.3863636
"94","ASPERHOFEN","LOWERAUSTRIA",0,0.2163225,0.168744,0.2262997,0.2152642
"95","ASTEN","UPPERAUSTRIA",0,0.5910653,0.4752268,0.652027,0.5948851
"96","ATTERSEE","UPPERAUSTRIA",0,0.3741259,0.3074163,0.4049217,0.3914027
"97","ATTNANG-PUCHHEIM","UPPERAUSTRIA",0,0.5555342,0.443525,0.6022791,0.5404699
"98","ATZBACH","UPPERAUSTRIA",0,0.2104499,0.1697531,0.2953216,0.202765
"99","ATZENBRUGG","LOWERAUSTRIA",0,0.318484,0.2623394,0.3542781,0.3130841
"100","ATZESBERG","UPPERAUSTRIA",0,0.0383387,0.0966667,0.0494297,0.0808081
"101","AU","VORARLBERG",1,0.0933941,0.0587393,0.0809859,0.1073826
"102","AU/LEITHABERGE","LOWERAUSTRIA",0,0.287796,0.2590476,0.3264151,0.3068783
"103","AUBERG","UPPERAUSTRIA",0,0.1359517,0.140625,0.1137124,0.1646707
"104","AUERBACH","UPPERAUSTRIA",0,0.1879433,0.1725352,0.2113208,0.2361624
"105","AUERSBACH","STYRIA",1,0.2205029,0.1015038,0.2688588,0.2160149
"106","AUERSTHAL","LOWERAUSTRIA",0,0.4043082,0.3554817,0.4491456,0.4158249
"107","AUG-RADISCH","STYRIA",1,0.1010638,0.055,0.1371429,0.1262626
"108","AURACH AM HONGAR","UPPERAUSTRIA",0,0.4431818,0.3357228,0.4665793,0.442236
"109","AURACH/KITZBUEHEL","TYROL",1,0.2587859,0.2275229,0.3505843,0.278956
"110","AUROLZMUENSTER","UPPERAUSTRIA",0,0.4101695,0.3169251,0.4549071,0.4239945
"111","AXAMS","TYROL",1,0.3563264,0.269847,0.4059025,0.3456304
"112","BACH","TYROL",1,0.1369863,0.1976048,0.1831683,0.1756098
"113","BACHMANNING","UPPERAUSTRIA",0,0.3512748,0.2571429,0.3631124,0.3282208
"114","BAD AUSSEE","STYRIA",1,0.5328805,0.4369534,0.573543,0.5133165
"115","BAD BLEIBERG","CARINTHIA",1,0.7112769,0.5841742,0.7868043,0.6741306
"116","BAD FISCHAU-BRUNN","LOWERAUSTRIA",0,0.5204789,0.4279191,0.5336381,0.5090322
"117","BAD GAMS","STYRIA",1,0.5222151,0.4464894,0.1309524,0.1149425
"118","BAD GASTEIN","SALZBURG",0,0.47815,0.4266366,0.5179054,0.4928356
"119","BAD GOISERN","UPPERAUSTRIA",0,0.5690454,0.4712169,0.6334311,0.5629171
"120","BAD GROSSPERTHOLZ","LOWERAUSTRIA",0,0.4262295,0.3983403,0.7704812,0.466541
"121","BAD HALL","UPPERAUSTRIA",0,0.3839912,0.3435917,0.4334268,0.3969981
"122","BAD HOFGASTEIN","SALZBURG",0,0.4646991,0.4057109,0.506463,0.4690564
"123","BAD ISCHL","UPPERAUSTRIA",0,0.4300773,0.3584759,0.4958603,0.4394835
"124","BAD KLEINKIRCHHEIM","CARINTHIA",1,0.3817863,0.2964959,0.4545455,0.3461539
"125","BAD KREUZEN","UPPERAUSTRIA",0,0.1498847,0.1481769,0.1609477,0.1871166
"126","BAD LEONFELDEN","UPPERAUSTRIA",0,0.2209918,0.2008368,0.2386935,0.2457786
"127","BAD MITTERNDORF","STYRIA",1,0.4133187,0.3264009,0.4605263,0.4123539
"128","BAD PIRAWARTH","LOWERAUSTRIA",0,0.3443145,0.2929807,0.3521878,0.356405
"129","BAD ST.LEONHARD/LAVANTTAL","CARINTHIA",1,0.4825023,0.4150881,0.5327439,0.4596675
"130","BAD TATZMANNSDORF","BURGENLAND",0,0.4020752,0.3143564,0.4166667,0.3591371
"131","BAD VOESLAU","LOWERAUSTRIA",0,0.5260767,0.4156746,0.5658293,0.5083763
"132","BAD WALTERSDORF","STYRIA",1,0.2561655,0.1982128,0.2905629,0.2396313
"133","BAD WIMSBACH-NEYDHARTING","UPPERAUSTRIA",0,0.3669118,0.3053666,0.4080854,0.3699128
"134","BAD ZELL","UPPERAUSTRIA",0,0.2530414,0.2162819,0.2810945,0.2653701
"135","BAERNBACH","STYRIA",1,0.6860892,0.6052402,0.7426702,0.6560917
"136","BAERNKOPF","LOWERAUSTRIA",0,0.5802469,0.6016598,0.602459,0.6518219
"137","BAIERDORF/ANGER","STYRIA",1,0.3638151,0.3156059,0.4254202,0.3413953
"138","BAIRISCH KOELLDORF","STYRIA",1,0.3255319,0.4824903,0.3448276,0.5242718
"139","BALDRAMSDORF","CARINTHIA",1,0.5277778,0.4561403,0.6005586,0.519084
"140","BARTHOLOMAEBERG","VORARLBERG",1,0.3099839,0.2550572,0.3422645,0.3787879
"141","BAUMGARTEN/GNAS","STYRIA",1,0.2252874,0.2183099,0.2674419,0.2454545
"142","BAUMGARTENBERG","UPPERAUSTRIA",0,0.2743973,0.2364475,0.2791519,0.2935268
"143","BAUMKIRCHEN","TYROL",1,0.3135135,0.2936937,0.4048059,0.3462214
"144","BEHAMBERG","LOWERAUSTRIA",0,0.3105327,0.2612108,0.345371,0.3171445
"145","BERG/ATTERGAU","UPPERAUSTRIA",0,0.146087,0.1438849,0.1716418,0.1418182
"146","BERG/DRAUTAL","CARINTHIA",1,0.4358025,0.3620283,0.4728878,0.4328704
"147","BERG/ROHRBACH","UPPERAUSTRIA",0,0.2790841,0.2424437,0.3177083,0.3001924
"148","BERGERN/DUNKELSTEINERWALD","LOWERAUSTRIA",0,0.3538647,0.3078848,0.382793,0.3456334
"149","BERGHAUSEN","STYRIA",1,0.4911243,0.4128686,0.5931035,0.5252525
"150","BERGHEIM","SALZBURG",0,0.2583368,0.2162162,0.288645,0.26
"151","BERGLAND","LOWERAUSTRIA",0,0.2541544,0.2165669,0.2745902,0.2567164
"152","BERNDORF","LOWERAUSTRIA",0,0.6274215,0.5131799,0.6677692,0.6122409
"153","BERNDORF/SALZBURG","SALZBURG",0,0.2391017,0.2554278,0.2671429,0.3297746
"154","BERNHARDSTHAL","LOWERAUSTRIA",0,0.4325997,0.3768352,0.4482298,0.4593817
"155","BERNSTEIN","BURGENLAND",0,0.5678654,0.5509965,0.594012,0.5856974
"156","BERWANG","TYROL",1,0.1473988,0.1986971,0.2017804,0.2030303
"157","BEZAU","VORARLBERG",1,0.0669594,0.0465444,0.0620068,0.0848861
"158","BIBERBACH","LOWERAUSTRIA",0,0.2310924,0.1973792,0.2274336,0.2576891
"159","BICHLBACH","TYROL",1,0.18,0.1939954,0.1572052,0.196468
"160","BIEDERMANNSDORF","LOWERAUSTRIA",0,0.2967422,0.2315175,0.3363339,0.3024691
"161","BIERBAUM/AUERSBACH","STYRIA",1,0.2011662,0.1415663,0.215625,0.1880597
"162","BILDSTEIN","VORARLBERG",1,0.1265823,0.1202749,0.1692308,0.1525424
"163","BIRGITZ","TYROL",1,0.2,0.1561514,0.2651072,0.2155887
"164","BIRKFELD","STYRIA",1,0.3561279,0.2844365,0.414406,0.3557951
"165","BISAMBERG","LOWERAUSTRIA",0,0.3196605,0.2308382,0.3478697,0.3028598
"166","BISCHOFSHOFEN","SALZBURG",0,0.5926175,0.4935272,0.6360872,0.5963802
"167","BISCHOFSTETTEN","LOWERAUSTRIA",0,0.3773842,0.330656,0.3893678,0.3699732
"168","BIZAU","VORARLBERG",1,0.0566802,0.0435835,0.0574468,0.0756144
"169","BLAINDORF","STYRIA",1,0.2528217,0.1916859,0.2608696,0.2413793
"170","BLEIBURG","CARINTHIA",1,0.45629,0.4425182,0.507972,0.5248386
"171","BLINDENMARKT","LOWERAUSTRIA",0,0.3510082,0.2812743,0.3901345,0.3643178
"172","BLONS","VORARLBERG",1,0.0277778,0.0251572,0.0419162,0.0588235
"173","BLUMAU/STEIERMARK","STYRIA",1,0.153527,0.1452145,0.1751101,0.1612245
"174","BOCKFLIESS","LOWERAUSTRIA",0,0.3333333,0.3534362,0.3580729,0.3927649
"175","BOCKSDORF","BURGENLAND",0,0.5699029,0.4825581,0.5961723,0.5524543
"176","BOEHEIMKIRCHEN","LOWERAUSTRIA",0,0.327553,0.2678571,0.3785881,0.3264188
"177","BRAMBERG/WILDKOGEL","SALZBURG",0,0.4213251,0.4018219,0.4550679,0.4263485
"178","BRAND","VORARLBERG",1,0.0960591,0.1021021,0.0972222,0.1372998
"179","BRAND-LAABEN","LOWERAUSTRIA",0,0.2312224,0.1853448,0.2887218,0.2651297
"180","BRAND-NAGELBERG","LOWERAUSTRIA",0,0.7506649,0.6509919,0.4711359,0.7344309
"181","BRANDENBERG","TYROL",1,0.2774755,0.2755991,0.3414905,0.3031579
"182","BREITENAU","LOWERAUSTRIA",0,0.6367403,0.6162162,0.6587744,0.6507503
"183","BREITENAU/HOCHLANTSCH","STYRIA",1,0.5896415,0.5518312,0.6196079,0.5598114
"184","BREITENBACH/INN","TYROL",1,0.2757282,0.2199747,0.2723374,0.292176
"185","BREITENBRUNN","BURGENLAND",0,0.4741036,0.3916745,0.5042105,0.4780488
"186","BREITENFELD/RITTSCHEIN","STYRIA",1,0.285205,0.2174721,0.2942272,0.2478632
"187","BREITENFELD/TANNENRIEGEL","STYRIA",1,0.2222222,0.2421875,0.2761194,0.1875
"188","BREITENFURT/WIEN","LOWERAUSTRIA",0,0.3966438,0.282392,0.4297982,0.3773723
"189","BREITENWANG","TYROL",1,0.3983287,0.2886179,0.4317549,0.3680203
"190","BRETSTEIN","STYRIA",1,0.3878327,0.3554502,0.4046693,0.375
"191","BRIGITTENAU","VIENNA",0,0.6311033,0.4644574,0.6744227,0.6013265
"192","BRIXEN/THALE","TYROL",1,0.3147139,0.281203,0.377193,0.3123732
"193","BRIXLEGG","TYROL",1,0.3302355,0.2596899,0.363354,0.3320825
"194","BRODINGBERG","STYRIA",1,0.3065596,0.2355954,0.3179856,0.2739018
"195","BROMBERG","LOWERAUSTRIA",0,0.2048517,0.2066574,0.211731,0.2409471
"196","BRUCK-WAASEN","UPPERAUSTRIA",0,0.2810927,0.2253521,0.3025526,0.2930903
"197","BRUCK/GROSSGLOCKNERSTR.","SALZBURG",0,0.4437173,0.4277482,0.4872583,0.4862599
"198","BRUCK/ZILLER","TYROL",1,0.2654691,0.194605,0.3046358,0.2703252
"199","BRUCKNEUDORF","BURGENLAND",0,0.6802842,0.540239,0.7418818,0.6873857
"200","BRUECKL","CARINTHIA",1,0.5550892,0.4880886,0.5966759,0.5429481
"201","BRUNN/GEBIRGE","LOWERAUSTRIA",0,0.4297505,0.3542557,0.4787675,0.4462663
"202","BRUNN/WILD","LOWERAUSTRIA",0,0.1391466,0.1306818,0.1654804,0.1580952
"203","BRUNNENTHAL","UPPERAUSTRIA",0,0.2904564,0.2269641,0.3769932,0.3023736
"204","BUCH","VORARLBERG",1,0.130719,0.0891473,0.120438,0.1390729
"205","BUCH-GEISELDORF","STYRIA",1,0.2732475,0.2243126,0.3164933,0.269341
"206","BUCH/JENBACH","TYROL",1,0.3395745,0.2865036,0.4019349,0.3262169
"207","BUCHBACH","LOWERAUSTRIA",0,0.4854369,0.4174312,0.5369458,0.5048544
"208","BUCHKIRCHEN","UPPERAUSTRIA",0,0.5181958,0.4164637,0.5507642,0.5118867
"209","BUERMOOS","SALZBURG",0,0.7331081,0.6416862,0.803902,0.7411243
"210","BUERS","VORARLBERG",1,0.4031008,0.3360489,0.4287477,0.4324487
"211","BUERSERBERG","VORARLBERG",1,0.2284768,0.1609195,0.2034483,0.2569659
"212","BURGAU","STYRIA",1,0.4689564,0.3834483,0.51,0.4573644
"213","BURGAUBERG-NEUDAUBERG","BURGENLAND",0,0.4290999,0.41247,0.4537608,0.4616307
"214","BURGKIRCHEN","UPPERAUSTRIA",0,0.2714183,0.2332849,0.3198556,0.2864545
"215","BURGSCHLEINITZ-KUEHNRING","LOWERAUSTRIA",0,0.2606635,0.2306763,0.2880099,0.2666667
"216","DALAAS","VORARLBERG",1,0.335477,0.2998819,0.3435115,0.3829146
"217","DECHANTSKIRCHEN","STYRIA",1,0.3939394,0.3482543,0.4104046,0.4165154
"218","DELLACH","CARINTHIA",1,0.4211738,0.3733004,0.3951807,0.4507532
"219","DELLACH/DRAUTAL","CARINTHIA",1,0.4601386,0.4224453,0.5079646,0.4701692
"220","DESSELBRUNN","UPPERAUSTRIA",0,0.3775934,0.3246471,0.4519651,0.3874615
"221","DEUTSCH GORITZ","STYRIA",1,0.1929825,0.1926606,0.227027,0.2152853
"222","DEUTSCH JAHRNDORF","BURGENLAND",0,0.4847826,0.3652393,0.493617,0.472093
"223","DEUTSCH KALTENBRUNN","BURGENLAND",0,0.5799836,0.5206056,0.5867971,0.5830564
"224","DEUTSCH SCHUETZEN-EISENB.","BURGENLAND",0,0.2318182,0.2435754,0.2475248,0.266129
"225","DEUTSCH-WAGRAM","LOWERAUSTRIA",0,0.5023324,0.3730821,0.5538415,0.5069307
"226","DEUTSCHFEISTRITZ","STYRIA",1,0.5531301,0.4513831,0.5923936,0.5594606
"227","DEUTSCHKREUTZ","BURGENLAND",0,0.52267,0.5034276,0.526512,0.528334
"228","DIENERSDORF","STYRIA",1,0.1755725,0.1758794,0.1703911,0.2118863
"229","DIENTEN/HOCHKOENIG","SALZBURG",0,0.4621514,0.4770115,0.4743327,0.5076045
"230","DIERSBACH","UPPERAUSTRIA",0,0.202729,0.1883455,0.2471679,NA
"231","DIETACH","UPPERAUSTRIA",0,0.3782921,0.3143713,0.4231405,0.373494
"232","DIETERSDORF/GNASBACH","STYRIA",1,0.0883392,0.1946565,0.1384615,0.1831502
"233","DIETMANNS","LOWERAUSTRIA",0,0.720403,0.6238532,0.75,0.734375
"234","DIEX","CARINTHIA",1,0.4088821,0.3812825,0.39523,0.4377163
"235","DIMBACH","UPPERAUSTRIA",0,0.2773723,0.282318,0.292868,0.3210059
"236","DOBERSBERG","LOWERAUSTRIA",0,0.2154793,0.1852535,0.2301038,0.2245283
"237","DOBL","STYRIA",1,0.2918782,0.2335766,0.3551136,0.3090235
"238","DOEBLING","VIENNA",0,0.4085503,0.309975,0.4351319,0.4074621
"239","DONAUSTADT","VIENNA",0,0.6101737,0.4506414,0.6637232,0.5895758
"240","DONNERSBACH","STYRIA",1,0.2670623,0.2255193,0.3204173,0.2654494
"241","DONNERSBACHWALD","STYRIA",1,0.5913461,0.53125,0.5944445,0.5432692
"242","DONNERSKIRCHEN","BURGENLAND",0,0.4023831,0.3841241,0.4295113,0.42788
"243","DOREN","VORARLBERG",1,0.0683919,0.0416667,0.0651341,0.079646
"244","DORF/PRAM","UPPERAUSTRIA",0,0.2426343,0.2214984,0.2709447,0.2906404
"245","DORFBEUERN","SALZBURG",0,0.1546961,0.1885246,0.1779412,0.1565585
"246","DORFGASTEIN","SALZBURG",0,0.4247191,0.3955659,0.4485981,0.4313941
"247","DORFSTETTEN","LOWERAUSTRIA",0,0.3918919,0.3856749,0.4259259,0.4261838
"248","DRASENHOFEN","LOWERAUSTRIA",0,0.1759364,0.1261034,0.2044728,0.1581509
"249","DRASSBURG","BURGENLAND",0,0.6935484,0.6518248,0.7305773,0.6965066
"250","DRASSMARKT","BURGENLAND",0,0.4119318,0.391595,0.4155722,0.4413191
"251","DROESING","LOWERAUSTRIA",0,0.5168269,0.4261214,0.5337423,0.535533
"252","DROSENDORF-ZISSERSDORF","LOWERAUSTRIA",0,0.3094758,0.254329,0.3323944,0.3201219
"253","DUENS","VORARLBERG",1,0.1277778,0.1292135,0.1301775,0.1865285
"254","DUERNKRUT","LOWERAUSTRIA",0,0.6403743,0.5082319,0.6403622,0.6230295
"255","DUERNSTEIN","LOWERAUSTRIA",0,0.3046875,0.2969984,0.346908,0.3365231
"256","DUERNSTEIN/STEIERMARK","STYRIA",1,0.4292035,0.43379,0.5,0.4471545
"257","DUNKELSTEINERWALD","LOWERAUSTRIA",0,0.2685484,0.2222222,0.2937008,0.2986003
"258","EBBS","TYROL",1,0.2463706,0.2050176,0.3212366,0.2668008
"259","EBEN/ACHENSEE","TYROL",1,0.2756573,0.3457189,0.3503128,0.2944932
"260","EBEN/PONGAU","SALZBURG",0,0.2881002,0.2447014,0.314978,0.2777778
"261","EBENAU","SALZBURG",0,0.2136752,0.2053073,0.271261,0.2463768
"262","EBENFURTH","LOWERAUSTRIA",0,0.7103046,0.550813,0.714009,0.67979
"263","EBENSEE","UPPERAUSTRIA",0,0.5601766,0.4691497,0.6130853,0.5595412
"264","EBENTHAL","LOWERAUSTRIA",0,0.4373717,0.3842697,0.474645,0.4407485
"265","EBENTHAL/KAERNTEN","CARINTHIA",1,0.5543677,0.4658446,0.6362597,0.5552201
"266","EBERAU","BURGENLAND",0,0.2189707,0.2186836,0.2352941,0.238342
"267","EBERGASSING","LOWERAUSTRIA",0,0.6391869,0.5240825,0.7100559,0.6342891
"268","EBERNDORF","CARINTHIA",1,0.5385848,0.4834456,0.5923275,0.5459626
"269","EBERSCHWANG","UPPERAUSTRIA",0,0.4490291,0.3675132,0.4647887,0.4417499
"270","EBERSDORF","STYRIA",1,0.1988304,0.1898734,0.2428786,0.2097902
"271","EBERSTALLZELL","UPPERAUSTRIA",0,0.1637853,0.15625,0.2254995,0.2269129
"272","EBERSTEIN","CARINTHIA",1,0.4214079,0.3377193,0.4521652,0.4108607
"273","EBREICHSDORF","LOWERAUSTRIA",0,0.5916203,0.4653892,0.6446258,0.5901765
"274","ECHSENBACH","LOWERAUSTRIA",0,0.212987,0.1997389,0.220915,0.2245922
"275","ECKARTSAU","LOWERAUSTRIA",0,0.2683616,0.2625538,0.2845304,0.3153745
"276","EDELSBACH/FELDBACH","STYRIA",1,0.2662722,0.1958128,0.2743142,0.2906574
"277","EDELSCHROTT","STYRIA",1,0.3636364,0.3016529,0.3731602,0.3380634
"278","EDELSGRUB","STYRIA",1,0.244389,0.1736973,0.3068783,0.2303922
"279","EDELSTAUDEN","STYRIA",1,0.2090592,0.1345455,0.2267658,0.2037037
"280","EDLBACH","UPPERAUSTRIA",0,0.2864865,0.2566372,0.3733333,0.3522727
"281","EDLITZ","LOWERAUSTRIA",0,0.2865672,0.2331768,0.3394496,0.3004695
"282","EDT/LAMBACH","UPPERAUSTRIA",0,0.3809091,0.3008772,0.4479167,0.3777778
"283","EGG","VORARLBERG",1,0.0881864,0.0894207,0.1005291,0.1237113
"284","EGGELSBERG","UPPERAUSTRIA",0,0.2987805,0.2406471,0.3662258,0.3083421
"285","EGGENBURG","LOWERAUSTRIA",0,0.4235537,0.371134,0.4576907,0.4106822
"286","EGGENDORF","LOWERAUSTRIA",0,0.6108165,0.5060976,0.6493663,0.5933794
"287","EGGENDORF/TRAUNKREIS","UPPERAUSTRIA",0,0.4146341,0.387013,0.5112994,0.4848485
"288","EGGERDING","UPPERAUSTRIA",0,0.2662338,0.2013333,0.2958656,0.3002793
"289","EGGERN","LOWERAUSTRIA",0,0.4125475,0.3216374,0.4021544,0.3890978
"290","EGGERSDORF/GRAZ","STYRIA",1,0.3466533,0.28125,0.4132918,0.3841808
