eduyrs,female,close_far_right,minority,father_citizen,father_secondary,years_to_reform
10,1,0,1,1,0,-25
10,1,0,1,0,0,-32
13,0,0,1,0,NA,-3
13,1,0,1,0,0,-1
13,1,0,1,0,0,2
8,1,0,0,1,1,1
13,1,0,1,0,1,8
10,1,0,1,0,NA,-29
4,1,0,1,0,NA,2
8,0,0,1,1,NA,-32
13,0,0,1,0,1,12
10,1,0,1,1,0,-11
13,1,0,1,0,0,-9
12,0,0,1,0,1,17
4,1,0,1,1,0,12
13,0,0,1,0,0,7
13,0,0,1,0,1,2
12,0,0,1,0,1,-4
13,1,0,1,0,0,-7
10,0,0,1,NA,NA,1
11,0,0,1,0,NA,6
10,0,0,0,0,0,-4
12,0,0,1,0,NA,0
11,0,0,1,0,0,-4
10,0,0,1,0,NA,-3
12,1,0,1,1,1,15
8,0,0,1,0,NA,0
9,0,0,1,0,0,-14
13,1,0,1,0,0,-4
9,1,0,1,0,0,-4
12,0,0,1,0,1,11
13,1,0,1,0,0,-33
12,1,0,1,0,0,14
13,1,0,0,0,1,8
10,0,0,1,0,1,8
11,1,0,1,0,0,14
13,1,0,1,0,0,19
8,1,0,1,0,0,-22
13,1,1,1,0,0,-9
11,0,0,1,0,0,16
11,1,0,1,0,0,-1
13,1,0,1,0,NA,19
13,1,0,1,0,0,-3
13,0,0,1,0,0,-12
10,1,0,1,0,0,1
5,1,0,1,1,0,-26
12,0,0,0,1,1,21
12,1,0,1,0,1,-8
9,0,0,1,0,0,-4
13,1,0,1,0,0,11
7,1,0,1,0,0,-26
6,0,0,1,0,0,-32
13,1,0,1,0,0,-18
13,0,0,1,0,1,2
13,0,0,1,1,0,20
13,1,0,1,NA,NA,15
11,1,0,1,0,0,9
9,0,0,1,0,NA,20
13,0,0,1,0,0,-2
9,1,0,1,0,0,2
13,0,0,1,0,0,18
3,1,0,0,0,0,-13
12,0,0,1,0,0,-2
8,1,0,1,0,0,-22
7,0,0,1,0,0,-21
9,1,0,1,0,NA,-22
13,0,0,1,0,0,1
12,1,0,1,1,0,10
13,0,0,1,0,0,-1
11,1,0,1,0,NA,4
13,1,0,NA,1,0,20
12,1,0,1,1,NA,-2
7,0,0,1,0,0,-30
13,1,0,0,0,NA,24
12,1,0,1,0,0,4
12,1,0,1,0,0,9
9,1,0,1,0,0,11
11,0,0,1,0,0,-2
13,1,0,1,0,0,13
13,0,0,1,0,1,25
8,0,0,1,1,NA,-25
13,1,0,1,0,1,8
13,0,0,1,0,1,6
13,1,0,1,0,1,25
9,0,0,1,1,0,-9
11,0,0,1,0,0,-3
13,1,0,1,0,0,-3
10,0,0,1,0,0,-29
13,1,0,1,1,NA,13
13,1,0,1,0,0,-20
13,0,0,1,0,NA,18
13,1,0,1,1,1,6
10,0,0,1,0,1,-15
11,0,0,1,0,1,-7
13,0,0,1,0,1,21
13,1,0,1,1,0,18
10,0,0,1,0,1,-13
13,1,0,1,0,0,19
11,0,0,1,0,1,-15
9,1,0,1,0,0,-11
11,0,0,1,0,0,9
6,0,0,1,0,0,-30
13,0,0,1,0,1,17
8,0,0,NA,0,0,-16
9,1,0,1,0,1,10
13,1,0,1,0,1,22
11,0,0,1,0,0,10
10,0,0,0,1,0,17
8,1,0,NA,0,0,-13
12,1,0,1,0,1,17
13,1,0,1,0,1,10
5,0,0,1,0,0,0
11,1,0,1,0,0,1
7,1,0,1,0,0,-20
13,1,0,1,1,0,5
13,1,0,1,0,0,-27
13,1,0,1,0,1,-5
12,0,0,1,0,1,7
13,1,0,1,0,1,-4
9,1,0,1,0,0,-19
13,1,0,1,0,0,1
9,0,0,1,0,NA,-15
13,0,0,1,0,NA,13
13,1,0,1,0,0,-8
10,0,0,1,0,NA,5
13,0,0,1,0,0,-5
13,0,0,1,0,0,5
11,0,0,1,0,NA,-9
12,1,0,1,1,0,10
11,1,0,1,0,0,25
9,1,0,1,1,0,-12
13,1,0,1,0,1,24
13,1,0,1,0,1,13
12,1,0,1,0,0,-26
13,0,0,1,0,1,3
13,0,0,1,0,1,-9
8,0,0,1,0,0,12
13,1,0,1,0,1,-2
13,0,0,1,0,0,24
9,0,0,1,0,0,-24
13,0,0,1,0,1,25
10,0,0,1,0,0,18
12,1,0,1,0,0,-31
11,1,0,1,0,0,-13
7,0,0,1,0,1,-5
7,1,0,1,0,0,-8
13,1,0,1,1,1,-11
9,0,0,1,0,0,-23
13,1,0,1,0,1,15
12,0,0,1,0,0,-19
13,0,0,1,0,1,9
13,1,0,1,0,NA,16
13,1,0,1,1,0,16
12,1,0,1,0,0,-1
8,1,0,1,0,NA,-21
8,0,0,1,0,0,4
1,0,0,1,0,1,6
13,1,0,1,0,1,-4
13,0,0,1,0,0,-4
12,1,0,1,1,NA,-31
10,1,0,1,0,0,-10
12,1,0,1,0,1,7
4,0,0,1,1,0,-1
13,0,0,1,0,0,-30
13,0,0,1,0,0,17
8,1,0,1,0,0,-32
8,0,0,1,0,0,-28
12,0,0,1,0,0,14
13,1,0,1,0,1,3
13,1,0,1,0,0,9
12,0,0,1,0,0,-22
8,0,1,1,0,0,4
13,1,0,1,0,1,24
13,1,0,1,0,0,24
11,1,0,1,0,0,7
11,1,0,1,0,1,-2
13,0,0,1,0,1,18
11,1,0,1,0,NA,2
13,1,0,1,0,1,15
13,0,0,1,0,NA,18
8,0,0,1,0,0,-4
12,0,0,1,1,1,5
11,1,0,1,0,0,9
8,1,0,1,0,0,-25
13,0,0,1,0,1,25
12,1,0,1,0,NA,7
12,0,0,1,1,1,11
9,0,0,1,0,0,-13
13,0,0,1,0,1,17
10,0,0,1,0,NA,7
12,0,0,1,0,1,5
13,1,0,1,0,1,-12
13,1,0,1,0,NA,10
13,0,0,1,0,0,-18
9,1,0,1,1,0,-13
9,1,0,0,0,0,18
13,0,0,1,0,1,19
13,1,0,1,0,1,-4
13,1,0,1,0,0,20
13,1,0,1,0,NA,20
10,1,0,1,0,0,-6
6,0,0,1,0,0,4
6,1,0,1,0,0,-3
13,0,0,1,0,1,24
13,0,0,1,1,1,17
9,0,0,1,0,0,-23
13,0,0,1,0,1,24
12,1,0,1,0,1,0
13,1,0,1,0,1,-7
13,0,0,1,0,1,0
9,0,0,1,0,0,-31
13,0,0,1,0,1,8
12,1,0,1,1,0,12
13,0,0,1,0,NA,16
13,1,0,1,0,1,15
8,0,0,1,0,1,-27
13,1,0,1,0,NA,22
12,0,0,1,0,0,0
10,1,0,1,0,0,-8
10,0,0,1,0,NA,4
13,0,0,1,NA,0,14
9,1,0,1,0,0,6
13,0,0,1,0,0,1
13,0,0,1,0,0,-31
6,0,0,1,1,NA,-4
13,1,0,1,0,1,26
8,0,0,1,1,NA,-12
13,0,0,1,0,0,-9
13,1,0,1,0,1,18
13,1,0,1,0,1,15
12,1,0,1,0,0,-10
12,0,0,1,0,0,-12
0,1,0,1,0,0,-23
13,0,0,1,0,1,-8
11,1,0,0,0,NA,-6
10,1,0,1,0,0,1
9,0,0,1,0,0,6
13,1,0,1,1,0,4
13,0,0,1,1,1,25
10,0,0,1,0,0,-7
13,0,0,1,1,1,18
13,1,0,1,0,0,10
13,0,0,1,0,0,-15
13,0,0,1,0,1,2
9,1,0,1,0,1,2
13,1,0,1,1,1,17
10,0,0,1,0,0,10
13,0,0,1,0,1,-4
10,0,0,1,0,0,0
13,1,0,1,0,1,17
8,0,0,1,0,0,-15
13,1,0,0,0,1,-4
13,1,0,1,0,0,-11
11,1,0,1,1,1,11
13,1,0,1,0,1,22
7,0,0,1,1,1,16
13,1,0,1,1,1,10
13,0,0,1,0,0,25
13,1,0,1,0,1,5
13,1,0,1,0,1,19
12,1,0,1,0,0,13
12,1,0,1,0,0,14
13,0,0,1,0,0,-19
13,0,0,1,0,1,3
8,1,0,1,1,NA,-14
13,0,0,1,1,NA,18
8,0,0,1,0,0,-12
13,1,0,1,0,1,15
11,1,0,1,0,0,-10
11,0,0,1,0,0,-1
10,1,0,1,1,0,5
13,1,0,1,0,1,14
11,1,0,1,0,0,-16
13,0,0,1,0,1,2
13,1,0,1,0,0,-7
12,0,0,1,0,0,-12
11,1,0,1,0,0,1
8,0,0,1,0,0,-24
6,1,0,1,0,NA,-24
12,1,0,1,0,NA,-23
11,0,0,1,0,0,10
10,0,0,1,0,0,-29
10,0,0,1,0,1,4
6,0,0,1,0,NA,-15
11,1,0,1,0,0,-8
6,1,0,1,1,NA,24
10,0,0,1,0,0,-20
13,0,0,1,0,0,-13
13,0,0,1,0,1,3
13,0,0,1,0,0,18
13,0,0,1,0,1,10
13,0,0,1,0,1,20
3,0,0,1,0,1,-14
13,0,0,1,1,1,-24
12,0,0,1,0,NA,15
12,1,0,1,0,0,-15
13,0,0,1,0,1,23
13,0,0,1,0,0,-6
13,1,0,1,0,1,3
6,1,0,1,0,0,-20
11,1,0,1,0,NA,-5
13,0,0,1,0,1,25
12,1,0,1,0,0,3
6,0,0,1,0,NA,-6
9,1,0,1,0,0,-5
13,0,0,1,0,0,12
10,0,0,1,0,1,20
13,0,0,1,0,0,9
6,0,0,1,0,1,-7
12,1,0,1,0,0,-16
9,1,0,1,0,0,-12
13,1,0,1,0,0,25
13,0,0,0,1,NA,24
8,1,0,1,0,0,-14
13,0,0,1,0,0,16
8,0,0,1,0,1,24
10,0,1,1,0,0,-1
12,1,0,1,0,1,-21
3,1,0,1,0,0,-19
7,1,0,1,0,0,-17
12,1,0,1,0,1,-16
10,1,0,1,0,0,-29
11,0,0,NA,1,0,-3
10,0,0,1,0,1,25
13,1,0,1,1,0,24
12,0,0,1,1,0,21
10,0,0,1,0,0,-3
13,1,0,1,0,0,-24
13,0,0,1,0,1,6
9,0,0,1,0,0,-9
12,1,0,1,0,0,23
7,1,0,1,0,0,-26
8,1,0,1,0,NA,-2
13,0,0,1,0,0,10
12,0,0,1,0,1,10
6,1,0,1,0,0,-30
8,1,0,NA,0,0,3
9,0,0,1,0,1,-20
12,0,0,1,0,1,-19
13,1,0,1,0,1,7
12,0,0,1,1,0,1
13,1,0,1,0,0,-12
9,0,0,NA,0,0,16
7,1,0,1,NA,NA,-1
13,0,0,1,0,1,24
10,0,0,0,0,0,-11
13,0,0,0,1,1,9
13,1,0,1,0,0,-1
13,0,0,1,0,0,17
13,0,0,1,0,NA,-5
12,1,0,1,0,NA,13
13,1,0,1,0,0,-16
11,1,0,1,0,0,3
13,1,0,1,0,0,11
13,1,0,1,0,1,-29
13,1,0,1,0,1,25
13,0,0,1,0,1,-10
10,0,0,1,0,0,1
13,1,0,1,0,1,14
5,0,0,1,0,NA,14
7,1,0,1,0,0,-17
7,1,0,1,0,0,-6
11,0,0,1,0,1,6
13,1,0,1,1,1,24
9,1,0,1,1,0,2
13,0,0,1,0,1,8
13,0,0,1,0,0,1
13,0,0,1,0,1,20
9,1,0,1,1,0,-20
12,1,0,1,0,0,6
13,1,0,1,1,1,18
13,1,0,1,0,1,14
12,1,0,1,1,NA,0
13,1,0,1,0,1,13
9,0,0,1,0,0,-17
13,0,0,1,0,NA,15
12,0,0,1,0,1,6
13,1,0,1,0,1,19
13,0,0,1,0,1,8
9,0,0,1,0,0,-23
13,1,0,1,0,0,18
13,1,0,1,0,1,21
13,1,0,1,0,1,17
6,1,0,1,0,0,-3
13,1,0,1,1,1,-16
12,1,0,1,0,1,-23
7,1,0,1,0,0,-10
12,0,0,1,0,1,8
8,0,0,1,0,0,-13
7,1,0,1,0,0,-6
8,1,0,1,0,1,-31
12,1,0,1,0,0,5
13,1,0,1,0,0,4
10,0,0,1,0,0,2
13,1,0,1,0,NA,-21
13,1,0,1,0,0,-18
6,1,0,1,0,0,-23
13,0,0,1,0,1,21
13,0,0,1,0,1,6
6,1,0,1,1,0,-30
12,0,0,1,0,0,17
8,1,0,1,0,0,-20
4,1,0,1,0,NA,-31
10,1,0,1,0,NA,13
13,0,0,1,0,1,9
13,1,0,1,0,1,13
8,1,0,1,0,0,-1
11,1,0,1,0,0,-19
10,1,0,1,0,1,15
8,1,0,1,0,0,-24
13,1,0,1,0,1,-13
0,1,0,1,0,NA,-24
12,1,0,1,0,0,-3
11,0,0,1,0,NA,-6
7,1,0,1,0,0,-25
10,1,0,1,0,1,7
13,1,0,1,0,1,-2
13,0,0,1,0,1,-1
13,0,0,1,0,1,-4
13,0,0,1,0,0,-5
7,0,0,1,0,0,-3
8,1,0,1,0,1,16
10,1,0,1,0,0,17
13,1,0,1,0,1,-15
8,0,0,1,1,0,-9
8,0,0,1,0,0,19
12,0,0,0,0,1,5
11,0,0,1,0,1,-20
5,0,0,1,0,1,-4
13,1,0,1,0,0,1
13,0,0,1,0,1,20
10,1,0,1,1,NA,17
13,0,0,1,0,0,-28
13,1,0,1,0,NA,24
13,1,0,1,0,1,22
7,0,0,1,0,NA,24
13,0,0,1,0,0,21
12,1,0,1,0,0,5
8,1,0,0,0,NA,-22
13,1,0,1,0,1,-4
8,1,0,1,0,0,-4
13,1,0,1,0,1,6
12,1,0,1,1,0,18
9,0,0,1,0,1,1
9,1,0,1,0,1,-28
10,0,0,1,0,0,4
13,0,0,1,0,0,-15
10,1,0,1,0,0,1
13,1,0,1,0,1,-9
11,0,0,1,0,NA,23
5,0,0,1,0,0,1
13,0,0,1,0,1,14
11,0,0,1,0,0,9
10,0,0,1,0,0,-22
13,1,0,1,0,0,-11
10,0,0,1,0,0,4
13,0,0,1,0,0,11
13,1,0,1,1,0,-33
7,1,0,1,0,0,-32
13,1,0,1,0,0,-9
13,1,0,1,1,1,19
10,0,0,1,0,0,22
13,1,0,1,0,0,12
8,1,0,1,0,1,-11
13,1,0,1,0,0,6
13,1,0,1,0,0,14
13,1,0,1,0,1,22
11,0,0,1,0,1,-15
13,1,0,1,0,1,1
9,1,0,1,0,0,0
13,0,0,1,0,1,24
8,0,0,1,1,0,-8
10,0,0,1,1,0,18
13,0,0,1,0,1,-17
13,0,0,1,1,1,20
13,1,0,1,0,1,19
12,1,0,1,0,1,-1
12,1,0,1,0,0,4
13,1,0,1,0,0,20
9,0,0,1,0,1,-6
11,0,1,1,0,0,-17
13,1,0,1,1,1,14
13,1,0,1,0,0,14
8,1,0,1,0,NA,4
12,1,0,1,0,0,6
13,0,0,NA,1,0,12
13,1,0,1,1,1,10
13,1,0,1,0,1,21
7,0,0,1,1,0,-7
9,1,0,1,0,0,-18
13,1,0,0,1,1,13
0,0,0,1,1,0,0
9,0,0,1,0,0,22
13,0,0,1,0,0,2
9,0,0,1,0,0,-19
5,1,0,1,1,0,-3
7,0,0,1,0,0,-13
13,0,0,1,0,0,19
13,1,0,1,0,1,21
7,0,0,1,0,NA,-25
9,0,0,1,0,0,-16
12,0,0,1,1,0,13
13,0,0,1,0,1,-6
13,1,0,1,0,0,23
13,0,0,1,0,0,4
13,1,0,1,0,0,-26
12,0,0,1,0,0,6
7,1,0,1,0,NA,-9
13,1,0,1,0,0,4
13,1,0,1,0,0,-4
13,0,0,1,0,1,6
13,0,0,1,0,1,3
13,1,0,1,0,NA,3
12,0,0,1,0,0,-9
13,1,0,1,0,1,17
13,0,0,1,0,1,8
6,1,0,NA,1,0,-25
9,0,1,1,0,0,-3
12,0,0,1,0,0,-7
9,0,0,1,0,0,-3
10,0,0,NA,0,0,-24
13,1,0,1,0,NA,22
9,1,0,1,0,0,-9
6,1,0,1,0,0,-31
11,0,0,1,0,0,-5
13,1,0,1,1,NA,-18
13,1,0,1,0,1,14
11,0,0,1,0,0,-18
7,0,0,1,0,0,-9
6,1,0,1,1,NA,9
12,1,0,1,0,1,-2
13,0,0,1,0,1,15
11,1,0,1,0,0,-2
8,0,0,1,1,0,-6
8,1,0,1,0,0,-9
5,1,0,1,0,0,-33
5,1,0,1,0,0,-14
13,1,0,1,0,0,16
13,1,0,1,0,1,18
13,0,0,1,0,1,-4
13,0,0,1,0,1,17
13,1,0,NA,0,0,-14
13,0,0,1,0,1,18
5,0,0,1,1,0,-17
13,1,0,1,0,0,23
12,1,0,1,0,0,14
13,1,0,1,0,1,-11
13,0,0,1,1,0,-21
11,0,0,1,0,0,-6
11,1,0,1,0,1,-10
12,1,0,1,0,0,-7
12,0,0,1,1,0,-2
13,0,0,1,0,1,10
13,1,0,1,0,1,-10
12,0,0,1,0,0,-2
13,0,0,1,0,1,25
13,1,0,1,1,1,-7
10,1,0,1,0,0,-14
13,0,0,1,0,0,11
13,1,0,1,0,1,-18
8,0,1,1,0,NA,-14
13,0,0,1,0,1,15
13,1,0,1,0,0,7
8,0,0,1,0,0,-19
13,0,0,1,0,1,-22
12,0,0,1,0,0,-1
13,1,0,1,0,0,10
7,1,0,1,0,1,3
13,1,0,1,1,0,17
13,1,0,1,0,0,-7
9,0,0,1,0,NA,-21
13,0,0,1,0,1,7
13,1,0,1,0,1,13
11,1,0,1,0,0,-17
13,0,0,1,0,0,16
9,1,0,1,0,0,-19
10,1,0,1,1,NA,-10
12,0,0,1,1,0,15
8,1,0,1,0,0,1
13,1,0,1,0,1,1
11,0,0,1,0,0,-2
13,0,0,1,0,1,17
12,1,0,1,0,0,-4
8,0,0,1,0,1,22
13,1,0,1,1,0,-30
13,1,0,0,1,0,18
13,0,0,1,0,1,22
13,0,0,1,0,0,0
6,0,0,1,0,0,-25
12,1,0,1,0,0,-5
13,0,0,1,0,0,21
12,1,0,1,0,NA,25
10,1,0,1,0,0,0
13,0,0,1,0,0,9
10,0,0,1,0,0,4
13,1,0,1,0,0,8
8,1,0,1,0,NA,-21
11,0,0,1,1,0,3
13,1,0,1,0,NA,9
13,0,0,1,1,0,-14
13,0,0,1,0,1,22
13,0,0,1,0,1,19
7,1,0,1,0,0,-1
8,1,0,1,1,NA,17
8,0,0,1,0,1,-13
13,1,0,1,0,0,13
13,1,0,1,0,0,-11
13,1,0,1,0,1,-19
10,1,0,1,0,0,-19
8,1,0,1,0,1,15
13,1,0,1,0,1,22
12,1,0,1,0,0,-32
13,1,0,1,0,1,24
5,0,1,1,0,0,-13
13,1,0,1,0,0,-5
13,1,0,1,0,1,24
9,1,0,1,0,0,-6
12,0,0,1,0,0,16
13,0,0,1,0,1,-4
12,1,0,1,0,0,9
12,1,0,1,0,0,-8
10,0,0,1,0,1,20
10,1,0,1,0,0,-19
8,1,0,1,0,0,-29
11,0,0,1,1,0,-8
10,0,0,1,0,0,-1
12,0,0,1,0,0,15
11,0,0,1,1,NA,9
10,1,0,1,0,1,15
8,0,0,1,0,0,-31
13,0,0,1,0,1,21
13,0,0,1,0,0,-5
12,0,0,1,0,NA,12
8,0,1,1,0,0,6
13,0,0,1,0,0,14
6,1,0,NA,0,0,-28
8,0,0,1,0,NA,-6
13,0,0,1,0,0,14
13,1,0,1,0,NA,12
8,0,0,1,0,0,-8
12,1,1,1,0,0,15
6,1,0,1,0,0,-16
8,0,0,1,0,0,-16
13,1,0,1,1,1,10
13,0,0,1,0,0,24
13,1,0,1,0,1,16
10,1,0,1,0,NA,-11
13,0,0,1,1,1,19
12,0,0,1,0,0,8
13,0,0,1,0,0,18
11,1,0,0,1,1,7
13,1,0,1,0,1,6
13,1,0,1,0,0,-21
8,1,0,1,0,NA,-1
12,1,0,1,0,NA,-17
13,1,0,1,0,0,-3
7,1,0,1,0,0,-22
8,1,0,1,0,1,-25
13,1,0,1,0,1,9
12,0,0,1,0,NA,18
13,1,0,1,0,0,22
13,1,0,1,0,0,-4
13,0,0,1,0,1,-5
11,0,0,1,0,NA,10
13,0,0,1,0,0,15
13,1,0,1,0,0,-4
13,1,0,1,0,1,-17
11,0,0,1,0,NA,25
12,1,0,1,0,0,-14
13,0,0,1,0,0,18
13,0,0,1,0,1,11
8,0,0,1,0,0,-28
8,1,0,1,0,0,-7
13,0,0,0,1,1,25
8,0,0,1,0,1,-19
10,1,0,1,0,0,-7
13,1,0,1,0,NA,19
9,1,0,1,0,0,-25
13,0,0,1,0,0,-8
13,0,0,1,0,0,13
8,0,0,1,0,NA,-19
13,0,0,1,0,1,23
13,0,0,1,1,0,7
13,1,0,1,0,0,21
13,1,0,1,0,0,-12
5,1,0,1,0,0,-16
13,1,0,1,0,0,-24
9,0,0,1,0,0,-7
9,0,0,1,0,0,-22
13,1,0,1,0,1,16
8,1,0,1,0,0,-9
12,1,0,1,0,1,-20
7,0,0,1,0,1,-1
13,1,0,1,0,0,5
13,1,0,1,0,1,23
13,1,0,1,0,1,17
12,1,0,1,0,0,16
4,0,0,1,0,0,-30
13,1,0,1,0,1,25
13,0,0,1,1,0,13
10,0,0,1,0,0,19
9,1,0,1,0,0,-1
10,1,0,1,0,0,13
13,1,0,1,0,1,25
13,0,0,1,0,1,17
13,1,0,1,0,0,-3
10,0,0,1,0,0,-15
9,0,0,1,1,0,-5
7,0,0,1,0,0,-2
10,0,0,1,0,1,7
12,0,0,1,1,1,20
10,1,0,1,1,1,-4
13,0,0,1,0,0,-5
13,1,0,1,0,1,7
13,0,0,1,0,NA,18
13,1,0,1,0,1,3
13,1,0,1,0,1,18
13,1,0,1,0,0,3
12,1,0,1,0,0,-11
5,1,0,1,0,0,-11
10,0,0,1,0,0,14
12,1,0,1,0,0,18
13,0,0,1,0,1,-13
8,0,0,1,0,0,-2
13,0,0,1,0,1,-7
11,0,0,1,NA,NA,0
12,0,0,1,0,0,2
11,0,0,1,0,0,7
13,1,0,1,1,0,-4
12,0,1,1,0,0,11
12,1,0,1,0,0,1
13,0,0,1,0,1,16
10,0,0,1,0,0,1
13,1,0,1,0,1,16
9,0,0,1,0,0,-10
13,1,0,1,1,0,-6
10,0,0,1,0,1,-19
13,1,0,1,0,1,2
1,1,0,1,0,0,-33
11,1,0,1,0,0,-9
13,0,0,1,0,0,14
13,1,0,1,0,0,16
6,1,0,1,0,0,-25
8,1,0,1,0,0,8
13,1,0,1,0,0,3
13,0,0,1,0,1,10
11,0,0,1,0,0,6
13,1,0,1,0,1,17
10,0,0,1,0,NA,3
12,1,0,1,0,NA,-6
7,1,0,1,0,0,1
13,1,0,1,0,1,15
13,0,0,1,0,1,-19
6,1,0,1,0,0,-20
12,0,0,1,0,1,25
13,0,0,1,0,0,17
7,1,0,1,0,0,7
13,0,0,1,0,1,5
13,0,0,1,0,1,17
13,1,0,1,0,NA,14
13,1,0,1,0,1,22
10,1,0,1,0,0,-6
7,1,1,NA,0,1,0
11,1,0,1,0,0,-2
13,0,0,1,0,0,3
13,1,0,1,1,1,-4
12,0,0,1,0,NA,18
9,1,0,1,NA,NA,-16
10,1,0,1,0,0,17
11,1,0,1,1,0,7
13,1,0,1,0,0,-16
13,1,0,1,0,0,-5
10,1,0,1,0,0,-5
13,0,0,1,0,1,24
10,1,0,1,0,1,18
13,1,0,1,0,1,7
11,1,0,1,0,0,7
12,1,0,1,0,0,-18
13,1,0,1,0,0,19
13,0,0,1,1,NA,20
13,0,0,1,0,0,24
13,1,0,1,0,1,18
13,1,0,1,0,1,3
11,1,0,1,0,0,-19
13,1,0,1,0,0,15
13,0,0,1,0,0,4
5,1,0,1,0,0,2
5,1,0,1,0,0,-29
5,0,0,1,0,0,-38
13,0,0,1,0,1,24
7,1,0,1,0,0,-38
9,0,0,1,0,NA,7
13,1,0,1,0,1,20
13,1,0,1,0,1,18
12,1,0,1,0,0,-7
9,0,0,1,0,0,-30
5,1,0,1,0,0,-8
12,0,0,1,0,0,0
13,1,0,1,0,1,22
13,0,0,1,0,1,11
13,0,0,1,0,0,-28
10,0,0,1,0,1,8
13,1,0,1,0,1,25
8,0,0,1,0,NA,-4
13,0,0,1,0,1,7
8,1,0,1,0,0,-26
11,0,0,1,1,0,3
13,1,0,1,1,0,12
13,0,0,0,1,0,25
10,1,0,1,1,0,-2
13,1,0,1,0,1,9
11,1,0,1,0,0,-8
10,0,0,1,0,NA,16
9,1,0,1,0,0,-30
11,0,0,1,0,1,7
13,0,0,1,0,1,16
8,1,0,1,0,0,-33
13,0,0,0,0,NA,5
13,0,0,0,0,0,-2
13,1,0,1,0,NA,-5
13,1,0,1,0,0,25
13,0,0,1,0,0,5
12,1,0,1,0,0,14
13,0,0,1,0,1,-14
12,1,0,1,1,0,10
13,0,0,1,0,NA,20
9,1,0,1,0,0,-6
13,0,0,1,0,NA,0
6,0,0,1,1,0,-18
10,1,0,1,0,0,22
13,0,0,1,0,NA,-28
13,1,1,1,0,0,17
12,1,0,1,0,1,15
13,1,0,1,0,0,10
8,1,0,1,1,NA,-2
13,0,0,1,0,0,-4
13,1,0,1,1,NA,18
12,1,0,1,0,0,12
13,0,0,1,0,0,22
13,0,0,1,0,1,-8
10,1,0,1,1,1,-19
9,0,0,1,0,0,17
12,1,0,1,0,0,-24
10,1,0,1,1,0,-10
13,0,0,1,0,0,-11
13,0,0,1,1,0,-2
8,0,0,1,0,NA,-32
12,0,0,1,1,0,18
13,1,0,1,0,NA,0
3,0,0,1,1,0,-17
13,1,0,1,0,1,10
7,1,0,1,0,0,-25
13,0,0,1,0,1,9
13,0,0,0,1,0,9
13,0,0,1,0,0,10
8,0,0,1,0,1,4
13,1,0,1,0,0,-20
11,0,0,1,0,0,14
13,0,0,1,0,0,-22
12,1,0,1,1,0,-2
9,0,0,1,0,0,4
13,0,0,1,0,1,-26
10,1,0,1,0,NA,9
12,0,0,1,1,0,-35
13,1,0,1,0,1,25
13,0,0,1,0,0,-7
13,0,0,1,0,1,2
13,0,0,1,0,1,24
8,0,0,1,0,0,-12
13,0,0,1,0,1,8
12,0,0,1,0,0,13
13,0,0,1,0,NA,-6
8,1,0,1,1,NA,-24
8,0,0,1,0,0,-31
8,1,0,1,0,0,-23
13,0,1,1,0,1,22
13,1,0,1,0,NA,24
11,0,0,1,0,0,-9
13,0,0,1,0,0,20
12,0,0,1,0,0,0
5,1,0,1,0,0,-19
8,0,0,1,0,0,-7
10,0,0,1,1,NA,-2
10,1,0,1,0,NA,2
13,0,0,1,1,0,22
13,0,0,1,0,1,8
4,0,0,1,1,0,4
13,1,0,1,0,1,7
13,1,0,1,0,1,22
13,1,0,1,0,0,25
11,1,0,1,1,0,-13
5,1,0,1,0,0,-30
12,0,0,1,0,0,9
13,0,0,1,0,0,16
8,1,0,1,0,NA,21
13,1,0,0,1,1,15
5,1,0,1,0,0,-16
13,0,0,1,0,0,-5
13,1,0,1,0,1,-12
13,1,0,1,0,0,8
11,0,0,1,0,0,-29
13,1,0,NA,1,1,21
11,1,0,1,0,0,-19
7,0,0,1,0,0,-7
13,1,0,1,0,0,16
11,1,0,1,0,0,20
13,1,0,1,0,0,19
8,1,0,1,0,0,-22
11,0,0,1,0,0,2
5,1,0,1,0,NA,9
13,0,0,1,0,0,16
13,0,0,1,1,1,3
9,1,0,0,1,1,-5
13,0,1,1,0,0,14
10,1,0,1,1,0,-1
8,0,0,1,1,NA,0
13,0,0,1,0,1,2
10,1,0,1,0,0,5
13,1,0,1,0,1,8
12,0,0,0,1,0,21
13,1,0,1,0,1,-3
10,0,0,1,1,0,-14
9,0,0,1,0,0,-6
13,0,0,1,0,0,-4
13,1,0,1,0,0,18
11,0,1,1,0,NA,6
8,1,0,0,0,NA,-30
13,1,0,1,0,1,17
11,0,0,1,0,NA,20
13,0,0,1,0,0,-5
13,0,0,1,0,0,-13
13,0,0,1,0,0,-8
10,1,0,1,0,1,-9
7,1,0,1,1,NA,25
11,1,0,1,0,0,15
13,1,0,1,1,1,-13
13,0,0,1,0,0,-4
7,1,0,1,0,0,-6
13,0,0,1,0,1,18
9,0,0,1,0,0,-17
13,0,0,1,1,0,22
11,0,0,1,0,0,14
13,1,0,1,0,1,-28
10,0,0,1,0,NA,9
5,1,0,1,0,0,-1
4,0,0,1,0,0,1
13,1,0,1,0,0,0
13,1,0,1,0,1,9
11,1,0,1,0,0,-3
8,0,0,1,1,1,18
11,0,0,1,1,1,-2
13,1,0,1,0,0,22
7,1,0,1,0,0,-24
3,0,0,1,0,1,-19
12,1,0,1,0,0,-12
13,1,0,1,0,0,-7
